Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	N8	n43	0.5	Non-Terminal	C_glabrata_QNG12108.1 EPA24 [Nakaseomyces glabratus], C_glabrata_QNG12752.1 EPA25 [Nakaseomyces glabratus], C_glabrata_QNG15394.1 EPA15 [Nakaseomyces glabratus], C_glabrata_QNG16708.1 EPA12 [Nakaseomyces glabratus], C_glabrata_QNG13322.1 EPA1 [Nakaseomyces glabratus], C_glabrata_QNG13050.1 EPA7 [Nakaseomyces glabratus], C_glabrata_QNG12527.1 EPA6 [Nakaseomyces glabratus], C_glabrata_QNG14606.1 EPA17 [Nakaseomyces glabratus]	C_glabrata_QNG15956.1 EPA23 [Nakaseomyces glabratus], C_nivariensis_g004993.m1, C_nivariensis_g005211.m1, C_nivariensis_g005214.m1, C_nivariensis_g001069.m1, C_nivariensis_g001068.m1, C_nivariensis_g005382.m1, C_nivariensis_g005216.m1, C_nivariensis_g001297.m1, C_nivariensis_g005215.m1, C_nivariensis_g000945.m1, C_nivariensis_g003384.m1, C_nivariensis_g003718.m1, C_nivariensis_g005070.m1, C_nivariensis_g002897.m1, C_glabrata_QNG13052.1 EPA20 [Nakaseomyces glabratus]
OG0000000	C_glabrata	n44	1.0	Terminal	C_glabrata_QNG12108.1 EPA24 [Nakaseomyces glabratus], C_glabrata_QNG12752.1 EPA25 [Nakaseomyces glabratus], C_glabrata_QNG15394.1 EPA15 [Nakaseomyces glabratus], C_glabrata_QNG16708.1 EPA12 [Nakaseomyces glabratus]	C_glabrata_QNG13322.1 EPA1 [Nakaseomyces glabratus], C_glabrata_QNG13050.1 EPA7 [Nakaseomyces glabratus], C_glabrata_QNG12527.1 EPA6 [Nakaseomyces glabratus], C_glabrata_QNG14606.1 EPA17 [Nakaseomyces glabratus]
OG0000000	C_glabrata	n45	1.0	Terminal	C_glabrata_QNG12108.1 EPA24 [Nakaseomyces glabratus], C_glabrata_QNG12752.1 EPA25 [Nakaseomyces glabratus]	C_glabrata_QNG15394.1 EPA15 [Nakaseomyces glabratus], C_glabrata_QNG16708.1 EPA12 [Nakaseomyces glabratus]
OG0000000	C_glabrata	n46	1.0	Terminal	C_glabrata_QNG12108.1 EPA24 [Nakaseomyces glabratus]	C_glabrata_QNG12752.1 EPA25 [Nakaseomyces glabratus]
OG0000000	C_glabrata	n47	1.0	Terminal	C_glabrata_QNG15394.1 EPA15 [Nakaseomyces glabratus]	C_glabrata_QNG16708.1 EPA12 [Nakaseomyces glabratus]
OG0000000	C_glabrata	n48	1.0	Terminal	C_glabrata_QNG13322.1 EPA1 [Nakaseomyces glabratus]	C_glabrata_QNG13050.1 EPA7 [Nakaseomyces glabratus], C_glabrata_QNG12527.1 EPA6 [Nakaseomyces glabratus], C_glabrata_QNG14606.1 EPA17 [Nakaseomyces glabratus]
OG0000000	C_glabrata	n49	1.0	Terminal	C_glabrata_QNG13050.1 EPA7 [Nakaseomyces glabratus]	C_glabrata_QNG12527.1 EPA6 [Nakaseomyces glabratus], C_glabrata_QNG14606.1 EPA17 [Nakaseomyces glabratus]
OG0000000	C_glabrata	n50	1.0	Terminal	C_glabrata_QNG12527.1 EPA6 [Nakaseomyces glabratus]	C_glabrata_QNG14606.1 EPA17 [Nakaseomyces glabratus]
OG0000000	N8	n51	1.0	Non-Terminal	C_glabrata_QNG15956.1 EPA23 [Nakaseomyces glabratus], C_nivariensis_g004993.m1, C_nivariensis_g005211.m1, C_nivariensis_g005214.m1, C_nivariensis_g001069.m1, C_nivariensis_g001068.m1, C_nivariensis_g005382.m1, C_nivariensis_g005216.m1, C_nivariensis_g001297.m1, C_nivariensis_g005215.m1, C_nivariensis_g000945.m1, C_nivariensis_g003384.m1, C_nivariensis_g003718.m1	C_nivariensis_g005070.m1, C_nivariensis_g002897.m1, C_glabrata_QNG13052.1 EPA20 [Nakaseomyces glabratus]
OG0000000	C_nivariensis	n53	1.0	Terminal	C_nivariensis_g004993.m1, C_nivariensis_g005211.m1, C_nivariensis_g005214.m1, C_nivariensis_g001069.m1, C_nivariensis_g001068.m1, C_nivariensis_g005382.m1, C_nivariensis_g005216.m1, C_nivariensis_g001297.m1	C_nivariensis_g005215.m1, C_nivariensis_g000945.m1, C_nivariensis_g003384.m1, C_nivariensis_g003718.m1
OG0000000	C_nivariensis	n54	1.0	Terminal	C_nivariensis_g004993.m1	C_nivariensis_g005211.m1, C_nivariensis_g005214.m1, C_nivariensis_g001069.m1, C_nivariensis_g001068.m1, C_nivariensis_g005382.m1, C_nivariensis_g005216.m1, C_nivariensis_g001297.m1
OG0000000	C_nivariensis	n55	1.0	Terminal	C_nivariensis_g005211.m1, C_nivariensis_g005214.m1	C_nivariensis_g001069.m1, C_nivariensis_g001068.m1, C_nivariensis_g005382.m1, C_nivariensis_g005216.m1, C_nivariensis_g001297.m1
OG0000000	C_nivariensis	n56	1.0	Terminal	C_nivariensis_g005211.m1	C_nivariensis_g005214.m1
OG0000000	C_nivariensis	n57	1.0	Terminal	C_nivariensis_g001069.m1, C_nivariensis_g001068.m1, C_nivariensis_g005382.m1	C_nivariensis_g005216.m1, C_nivariensis_g001297.m1
OG0000000	C_nivariensis	n58	1.0	Terminal	C_nivariensis_g001069.m1	C_nivariensis_g001068.m1, C_nivariensis_g005382.m1
OG0000000	C_nivariensis	n59	1.0	Terminal	C_nivariensis_g001068.m1	C_nivariensis_g005382.m1
OG0000000	C_nivariensis	n60	1.0	Terminal	C_nivariensis_g005216.m1	C_nivariensis_g001297.m1
OG0000000	C_nivariensis	n61	1.0	Terminal	C_nivariensis_g005215.m1	C_nivariensis_g000945.m1, C_nivariensis_g003384.m1, C_nivariensis_g003718.m1
OG0000000	C_nivariensis	n62	1.0	Terminal	C_nivariensis_g000945.m1	C_nivariensis_g003384.m1, C_nivariensis_g003718.m1
OG0000000	C_nivariensis	n63	1.0	Terminal	C_nivariensis_g003384.m1	C_nivariensis_g003718.m1
OG0000000	C_nivariensis	n65	1.0	Terminal	C_nivariensis_g005070.m1	C_nivariensis_g002897.m1
OG0000001	N2	n2	0.6666666666666666	Non-Terminal	C_auris_XP_028891617.2 hypothetical_protein [Candidozyma auris], C_parapsilosis_CAK9682025.1 unnamed protein product [Candida parapsilosis]	C_auris_XP_028891618.2 hypothetical_protein [Candidozyma auris], C_auris_XP_054558179.1 hypothetical_protein [Candidozyma auris], C_albicans_orf19.2021 HGT8 CGDID_CAL0004354 COORDS_Ca21chr2_C_albicans_SC5314_167291-168943W_ translated using codon table 12 _550 amino acids_ Verified ORF; High-affinity glucose transporter of the major facilitator superfamily; 20 members in the C. albicans glucose transporter family; 12 probable membrane-spanning segments; gene has intron; expressed in rich medium; flow model biofilm induced, C_albicans_orf19.2020 HGT6 CGDID_CAL0004351 COORDS_Ca21chr2_C_albicans_SC5314_170217-171869W_ translated using codon table 12 _550 amino acids_ Verified ORF; Putative high-affinity MFS glucose transporter; 20 family members; induced in core stress response; fluconazole_ oralpharyngeal candidasis induced; flow model biofilm induced; Spider biofilm induced, C_albicans_orf19.2023 HGT7 CGDID_CAL0004358 COORDS_Ca21chr2_C_albicans_SC5314_164467-166107W_ translated using codon table 12 _546 amino acids_ Verified ORF; Putative MFS glucose transporter; glucose_ fluconazole_ Snf3 induced_ expressed at high glucose; 20 member C. albicans glucose transporter family; 12 TM regions predicted; flow model biofilm induced; Spider biofilm repressed, C_parapsilosis_CAK9682298.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9682299.1 unnamed protein product [Candida parapsilosis]
OG0000001	C_auris	n5	1.0	Terminal	C_auris_XP_028891618.2 hypothetical_protein [Candidozyma auris]	C_auris_XP_054558179.1 hypothetical_protein [Candidozyma auris]
OG0000001	C_albicans	n7	1.0	Terminal	C_albicans_orf19.2021 HGT8 CGDID_CAL0004354 COORDS_Ca21chr2_C_albicans_SC5314_167291-168943W_ translated using codon table 12 _550 amino acids_ Verified ORF; High-affinity glucose transporter of the major facilitator superfamily; 20 members in the C. albicans glucose transporter family; 12 probable membrane-spanning segments; gene has intron; expressed in rich medium; flow model biofilm induced	C_albicans_orf19.2020 HGT6 CGDID_CAL0004351 COORDS_Ca21chr2_C_albicans_SC5314_170217-171869W_ translated using codon table 12 _550 amino acids_ Verified ORF; Putative high-affinity MFS glucose transporter; 20 family members; induced in core stress response; fluconazole_ oralpharyngeal candidasis induced; flow model biofilm induced; Spider biofilm induced, C_albicans_orf19.2023 HGT7 CGDID_CAL0004358 COORDS_Ca21chr2_C_albicans_SC5314_164467-166107W_ translated using codon table 12 _546 amino acids_ Verified ORF; Putative MFS glucose transporter; glucose_ fluconazole_ Snf3 induced_ expressed at high glucose; 20 member C. albicans glucose transporter family; 12 TM regions predicted; flow model biofilm induced; Spider biofilm repressed
OG0000001	C_albicans	n8	1.0	Terminal	C_albicans_orf19.2020 HGT6 CGDID_CAL0004351 COORDS_Ca21chr2_C_albicans_SC5314_170217-171869W_ translated using codon table 12 _550 amino acids_ Verified ORF; Putative high-affinity MFS glucose transporter; 20 family members; induced in core stress response; fluconazole_ oralpharyngeal candidasis induced; flow model biofilm induced; Spider biofilm induced	C_albicans_orf19.2023 HGT7 CGDID_CAL0004358 COORDS_Ca21chr2_C_albicans_SC5314_164467-166107W_ translated using codon table 12 _546 amino acids_ Verified ORF; Putative MFS glucose transporter; glucose_ fluconazole_ Snf3 induced_ expressed at high glucose; 20 member C. albicans glucose transporter family; 12 TM regions predicted; flow model biofilm induced; Spider biofilm repressed
OG0000001	C_parapsilosis	n9	1.0	Terminal	C_parapsilosis_CAK9682298.1 unnamed protein product [Candida parapsilosis]	C_parapsilosis_CAK9682299.1 unnamed protein product [Candida parapsilosis]
OG0000001	N3	n10	1.0	Non-Terminal	L_kluyveri_g004482.m1, L_kluyveri_g000631.m1, K_lactis_XP_454897.1 uncharacterized protein KLLA0_E20945g [Kluyveromyces lactis], L_kluyveri_g002528.m1, N_bacillisporus_jgi|Nakbac1|5076|BN123_NABA0s09e01782g.tr, S_cerevisiae_YNL318C HXT14 SGDID_S000005262_ Chr XIV from 40329-38707_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Protein with similarity to hexose transporter family members; expression is induced in low glucose and repressed in high glucose; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies", C_glabrata_QNG16885.1 HXT14 [Nakaseomyces glabratus], C_nivariensis_g001165.m1	N_bacillisporus_jgi|Nakbac1|1276|BN123_NABA0s21e00110g.tr, N_bacillisporus_jgi|Nakbac1|1509|BN123_NABA0s25e00154g.tr, N_bacillisporus_jgi|Nakbac1|3326|BN123_NABA0s03e04290g.tr, L_kluyveri_g004090.m1, S_cerevisiae_YFL011W HXT10 SGDID_S000001883_ Chr VI from 112345-113985_ Genome Release 64-5-1_ Verified ORF_ "Hexose transporter; expressed at low levels and expression is repressed by glucose", S_cerevisiae_YMR011W HXT2 SGDID_S000004613_ Chr XIII from 288079-289704_ Genome Release 64-5-1_ Verified ORF_ "High-affinity glucose transporter of the major facilitator superfamily; expression is induced by low levels of glucose and repressed by high levels of glucose", C_glabrata_QNG15959.1 uncharacterized protein GWK60_L00099 [Nakaseomyces glabratus], C_nivariensis_g005223.m1, C_glabrata_QNG12879.1 uncharacterized protein GWK60_D02805 [Nakaseomyces glabratus], C_glabrata_QNG12880.1 uncharacterized protein GWK60_D02827 [Nakaseomyces glabratus], C_nivariensis_g005389.m1, C_nivariensis_g002459.m1, S_cerevisiae_YLR081W GAL2 SGDID_S000004071_ Chr XII from 290212-291936_ Genome Release 64-5-1_ Verified ORF_ "Galactose permease; required for utilization of galactose; also able to transport glucose", L_kluyveri_g003610.m1, S_cerevisiae_YJL214W HXT8 SGDID_S000003750_ Chr X from 26887-28596_ Genome Release 64-5-1_ Verified ORF_ "Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose", L_kluyveri_g000655.m1, L_kluyveri_g001155.m1, L_kluyveri_g000120.m1, C_glabrata_QNG12177.1 HXT4 [Nakaseomyces glabratus], C_nivariensis_g004673.m1, C_nivariensis_g002140.m1, C_nivariensis_g003707.m1, C_glabrata_QNG12194.1 HXT6/7 [Nakaseomyces glabratus], C_glabrata_QNG12135.1 uncharacterized protein GWK60_A00649 [Nakaseomyces glabratus], C_glabrata_QNG12195.1 HXT4/6/7 [Nakaseomyces glabratus], N_bacillisporus_jgi|Nakbac1|332|BN123_NABA0s12e00110g.tr, N_bacillisporus_jgi|Nakbac1|5086|BN123_NABA0s09e01892g.tr, N_bacillisporus_jgi|Nakbac1|4254|BN123_NABA0s37e03839g.tr, N_bacillisporus_jgi|Nakbac1|4255|BN123_NABA0s37e03850g.tr, S_cerevisiae_YJL219W HXT9 SGDID_S000003755_ Chr X from 19497-21200_ Genome Release 64-5-1_ Verified ORF_ "Putative hexose transporter that is nearly identical to Hxt11p; has similarity to major facilitator superfamily _MFS_ transporters_ expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p", S_cerevisiae_YOL156W HXT11 SGDID_S000005516_ Chr XV from 25273-26976_ Genome Release 64-5-1_ Verified ORF_ "Hexose transporter; capable of transporting a broad range of substrates including_ glucose_ fructose_ mannose and galactose; polyol transporter that supports the growth on and uptake of xylitol with low affinity when overexpressed in a strain deleted for hexose family members; nearly identical in sequence to Hxt9p; has similarity to major facilitator superfamily _MFS_ transporters; involved in pleiotropic drug resistance", S_cerevisiae_YDR342C HXT7 SGDID_S000002750_ Chr IV from 1155928-1154216_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "High-affinity glucose transporter; member of the major facilitator superfamily_ nearly identical to Hxt6p_ expressed at high basal levels relative to other HXTs_ expression repressed by high glucose levels; HXT7 has a paralog_ HXT4_ that arose from the whole genome duplication", S_cerevisiae_YDR343C HXT6 SGDID_S000002751_ Chr IV from 1161320-1159608_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "High-affinity glucose transporter; member of the major facilitator superfamily_ nearly identical to Hxt7p_ expressed at high basal levels relative to other HXTs_ repression of expression by high glucose requires SNF3; HXT6 has a paralog_ HXT1_ that arose from the whole genome duplication", S_cerevisiae_YHR092C HXT4 SGDID_S000001134_ Chr VIII from 288811-287081_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "High-affinity glucose transporter; member of the major facilitator superfamily_ expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog_ HXT7_ that arose from the whole genome duplication", K_lactis_XP_453656.1 uncharacterized protein KLLA0_D13310g [Kluyveromyces lactis], L_kluyveri_g000119.m1, S_cerevisiae_YDR345C HXT3 SGDID_S000002753_ Chr IV from 1164660-1162957_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog_ HXT5_ that arose from the whole genome duplication", S_cerevisiae_YHR094C HXT1 SGDID_S000001136_ Chr VIII from 292625-290913_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog_ HXT6_ what arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|4250|BN123_NABA0s37e03784g.tr, N_bacillisporus_jgi|Nakbac1|4253|BN123_NABA0s37e03828g.tr, N_bacillisporus_jgi|Nakbac1|4252|BN123_NABA0s37e03806g.tr, C_glabrata_QNG12178.1 HXT1 [Nakaseomyces glabratus], C_nivariensis_g003295.m1, C_glabrata_QNG12198.1 HXT3 [Nakaseomyces glabratus], C_nivariensis_g003708.m1, S_cerevisiae_YHR096C HXT5 SGDID_S000001138_ Chr VIII from 296447-294669_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Hexose transporter with moderate affinity for glucose; induced in the presence of non-fermentable carbon sources_ induced by a decrease in growth rate_ contains an extended N-terminal domain relative to other HXTs; HXT5 has a paralog_ HXT3_ that arose from the whole genome duplication", C_glabrata_QNG12179.1 HXT5 [Nakaseomyces glabratus], C_nivariensis_g003294.m1
OG0000001	N3	n11	0.16666666666666666	Non-Terminal	L_kluyveri_g004482.m1, L_kluyveri_g000631.m1	K_lactis_XP_454897.1 uncharacterized protein KLLA0_E20945g [Kluyveromyces lactis], L_kluyveri_g002528.m1, N_bacillisporus_jgi|Nakbac1|5076|BN123_NABA0s09e01782g.tr, S_cerevisiae_YNL318C HXT14 SGDID_S000005262_ Chr XIV from 40329-38707_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Protein with similarity to hexose transporter family members; expression is induced in low glucose and repressed in high glucose; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies", C_glabrata_QNG16885.1 HXT14 [Nakaseomyces glabratus], C_nivariensis_g001165.m1
OG0000001	L_kluyveri	n12	1.0	Terminal	L_kluyveri_g004482.m1	L_kluyveri_g000631.m1
OG0000001	N3	n18	0.16666666666666666	Non-Terminal	N_bacillisporus_jgi|Nakbac1|1276|BN123_NABA0s21e00110g.tr, N_bacillisporus_jgi|Nakbac1|1509|BN123_NABA0s25e00154g.tr, N_bacillisporus_jgi|Nakbac1|3326|BN123_NABA0s03e04290g.tr	L_kluyveri_g004090.m1, S_cerevisiae_YFL011W HXT10 SGDID_S000001883_ Chr VI from 112345-113985_ Genome Release 64-5-1_ Verified ORF_ "Hexose transporter; expressed at low levels and expression is repressed by glucose", S_cerevisiae_YMR011W HXT2 SGDID_S000004613_ Chr XIII from 288079-289704_ Genome Release 64-5-1_ Verified ORF_ "High-affinity glucose transporter of the major facilitator superfamily; expression is induced by low levels of glucose and repressed by high levels of glucose", C_glabrata_QNG15959.1 uncharacterized protein GWK60_L00099 [Nakaseomyces glabratus], C_nivariensis_g005223.m1, C_glabrata_QNG12879.1 uncharacterized protein GWK60_D02805 [Nakaseomyces glabratus], C_glabrata_QNG12880.1 uncharacterized protein GWK60_D02827 [Nakaseomyces glabratus], C_nivariensis_g005389.m1, C_nivariensis_g002459.m1, S_cerevisiae_YLR081W GAL2 SGDID_S000004071_ Chr XII from 290212-291936_ Genome Release 64-5-1_ Verified ORF_ "Galactose permease; required for utilization of galactose; also able to transport glucose", L_kluyveri_g003610.m1, S_cerevisiae_YJL214W HXT8 SGDID_S000003750_ Chr X from 26887-28596_ Genome Release 64-5-1_ Verified ORF_ "Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose", L_kluyveri_g000655.m1, L_kluyveri_g001155.m1, L_kluyveri_g000120.m1, C_glabrata_QNG12177.1 HXT4 [Nakaseomyces glabratus], C_nivariensis_g004673.m1, C_nivariensis_g002140.m1, C_nivariensis_g003707.m1, C_glabrata_QNG12194.1 HXT6/7 [Nakaseomyces glabratus], C_glabrata_QNG12135.1 uncharacterized protein GWK60_A00649 [Nakaseomyces glabratus], C_glabrata_QNG12195.1 HXT4/6/7 [Nakaseomyces glabratus], N_bacillisporus_jgi|Nakbac1|332|BN123_NABA0s12e00110g.tr, N_bacillisporus_jgi|Nakbac1|5086|BN123_NABA0s09e01892g.tr, N_bacillisporus_jgi|Nakbac1|4254|BN123_NABA0s37e03839g.tr, N_bacillisporus_jgi|Nakbac1|4255|BN123_NABA0s37e03850g.tr, S_cerevisiae_YJL219W HXT9 SGDID_S000003755_ Chr X from 19497-21200_ Genome Release 64-5-1_ Verified ORF_ "Putative hexose transporter that is nearly identical to Hxt11p; has similarity to major facilitator superfamily _MFS_ transporters_ expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p", S_cerevisiae_YOL156W HXT11 SGDID_S000005516_ Chr XV from 25273-26976_ Genome Release 64-5-1_ Verified ORF_ "Hexose transporter; capable of transporting a broad range of substrates including_ glucose_ fructose_ mannose and galactose; polyol transporter that supports the growth on and uptake of xylitol with low affinity when overexpressed in a strain deleted for hexose family members; nearly identical in sequence to Hxt9p; has similarity to major facilitator superfamily _MFS_ transporters; involved in pleiotropic drug resistance", S_cerevisiae_YDR342C HXT7 SGDID_S000002750_ Chr IV from 1155928-1154216_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "High-affinity glucose transporter; member of the major facilitator superfamily_ nearly identical to Hxt6p_ expressed at high basal levels relative to other HXTs_ expression repressed by high glucose levels; HXT7 has a paralog_ HXT4_ that arose from the whole genome duplication", S_cerevisiae_YDR343C HXT6 SGDID_S000002751_ Chr IV from 1161320-1159608_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "High-affinity glucose transporter; member of the major facilitator superfamily_ nearly identical to Hxt7p_ expressed at high basal levels relative to other HXTs_ repression of expression by high glucose requires SNF3; HXT6 has a paralog_ HXT1_ that arose from the whole genome duplication", S_cerevisiae_YHR092C HXT4 SGDID_S000001134_ Chr VIII from 288811-287081_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "High-affinity glucose transporter; member of the major facilitator superfamily_ expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog_ HXT7_ that arose from the whole genome duplication", K_lactis_XP_453656.1 uncharacterized protein KLLA0_D13310g [Kluyveromyces lactis], L_kluyveri_g000119.m1, S_cerevisiae_YDR345C HXT3 SGDID_S000002753_ Chr IV from 1164660-1162957_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog_ HXT5_ that arose from the whole genome duplication", S_cerevisiae_YHR094C HXT1 SGDID_S000001136_ Chr VIII from 292625-290913_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog_ HXT6_ what arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|4250|BN123_NABA0s37e03784g.tr, N_bacillisporus_jgi|Nakbac1|4253|BN123_NABA0s37e03828g.tr, N_bacillisporus_jgi|Nakbac1|4252|BN123_NABA0s37e03806g.tr, C_glabrata_QNG12178.1 HXT1 [Nakaseomyces glabratus], C_nivariensis_g003295.m1, C_glabrata_QNG12198.1 HXT3 [Nakaseomyces glabratus], C_nivariensis_g003708.m1, S_cerevisiae_YHR096C HXT5 SGDID_S000001138_ Chr VIII from 296447-294669_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Hexose transporter with moderate affinity for glucose; induced in the presence of non-fermentable carbon sources_ induced by a decrease in growth rate_ contains an extended N-terminal domain relative to other HXTs; HXT5 has a paralog_ HXT3_ that arose from the whole genome duplication", C_glabrata_QNG12179.1 HXT5 [Nakaseomyces glabratus], C_nivariensis_g003294.m1
OG0000001	N_bacillisporus	n19	1.0	Terminal	N_bacillisporus_jgi|Nakbac1|1276|BN123_NABA0s21e00110g.tr	N_bacillisporus_jgi|Nakbac1|1509|BN123_NABA0s25e00154g.tr, N_bacillisporus_jgi|Nakbac1|3326|BN123_NABA0s03e04290g.tr
OG0000001	N_bacillisporus	n20	1.0	Terminal	N_bacillisporus_jgi|Nakbac1|1509|BN123_NABA0s25e00154g.tr	N_bacillisporus_jgi|Nakbac1|3326|BN123_NABA0s03e04290g.tr
