From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
KLLA0_E23343g	Q6CM34	unreviewed	Q6CM34_KLULA	KLLA0E23343p	KLLA0_E23343g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	176					
KLLA0_E23629g	Q6CM21	unreviewed	Q6CM21_KLULA	KLLA0E23629p	KLLA0_E23629g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	368	mitochondrial genome maintenance [GO:0000002]; pyrimidine nucleotide import into mitochondrion [GO:1990519]	mitochondrial inner membrane [GO:0005743]	pyrimidine nucleotide transmembrane transporter activity [GO:0015218]	mitochondrial inner membrane [GO:0005743]; pyrimidine nucleotide transmembrane transporter activity [GO:0015218]; mitochondrial genome maintenance [GO:0000002]; pyrimidine nucleotide import into mitochondrion [GO:1990519]	GO:0000002; GO:0005743; GO:0015218; GO:1990519
KLLA0_E23695g	Q6CM17	unreviewed	Q6CM17_KLULA	homocitrate synthase (EC 2.3.3.14)	KLLA0_E23695g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	393	lysine biosynthetic process via aminoadipic acid [GO:0019878]	mitochondrion [GO:0005739]	homocitrate synthase activity [GO:0004410]	mitochondrion [GO:0005739]; homocitrate synthase activity [GO:0004410]; lysine biosynthetic process via aminoadipic acid [GO:0019878]	GO:0004410; GO:0005739; GO:0019878
KLLA0_E24949g	Q6CLW3	unreviewed	Q6CLW3_KLULA	acid phosphatase (EC 3.1.3.2)	KLLA0_E24949g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	484		fungal-type cell wall [GO:0009277]	acid phosphatase activity [GO:0003993]	fungal-type cell wall [GO:0009277]; acid phosphatase activity [GO:0003993]	GO:0003993; GO:0009277
KLLA0_E25147g	Q6CLV7	unreviewed	Q6CLV7_KLULA	KLLA0E25147p	KLLA0_E25147g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	338	flocculation [GO:0000128]			flocculation [GO:0000128]	GO:0000128
KLLA0_F00484g	Q6CLT8	unreviewed	Q6CLT8_KLULA	KLLA0F00484p	KLLA0_F00484g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	198	ribosomal large subunit export from nucleus [GO:0000055]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]		cytoplasm [GO:0005737]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]; ribosomal large subunit export from nucleus [GO:0000055]	GO:0000055; GO:0005730; GO:0005737; GO:0030687
KLLA0_F00660g	Q6CLT0	unreviewed	Q6CLT0_KLULA	KLLA0F00660p	KLLA0_F00660g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1374	glycerophospholipid catabolic process [GO:0046475]		glycerophosphocholine phosphodiesterase activity [GO:0047389]	glycerophosphocholine phosphodiesterase activity [GO:0047389]; glycerophospholipid catabolic process [GO:0046475]	GO:0046475; GO:0047389
KLLA0_F00682g	Q6CLS9	unreviewed	Q6CLS9_KLULA	KLLA0F00682p	KLLA0_F00682g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	168					
KLLA0_F01122g	Q6CLQ9	unreviewed	Q6CLQ9_KLULA	KLLA0F01122p	KLLA0_F01122g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	712	ribosomal large subunit biogenesis [GO:0042273]	Noc1p-Noc2p complex [GO:0030690]; Noc2p-Noc3p complex [GO:0030691]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]		Noc1p-Noc2p complex [GO:0030690]; Noc2p-Noc3p complex [GO:0030691]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribosomal large subunit biogenesis [GO:0042273]	GO:0005654; GO:0005730; GO:0030690; GO:0030691; GO:0042273
KLLA0_F01364g	Q6CLP8	unreviewed	Q6CLP8_KLULA	KLLA0F01364p	KLLA0_F01364g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1073	maturation of 5.8S rRNA [GO:0000460]; RNA catabolic process [GO:0006401]	nucleus [GO:0005634]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; oxidoreductase activity [GO:0016491]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	nucleus [GO:0005634]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; oxidoreductase activity [GO:0016491]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; maturation of 5.8S rRNA [GO:0000460]; RNA catabolic process [GO:0006401]	GO:0000460; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0006401; GO:0016491; GO:0016787
KLLA0_F01727g	Q6CLN1	unreviewed	Q6CLN1_KLULA	KLLA0F01727p	KLLA0_F01727g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	404	ribosomal large subunit biogenesis [GO:0042273]	cytoplasm [GO:0005737]; preribosome, large subunit precursor [GO:0030687]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; preribosome, large subunit precursor [GO:0030687]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; ribosomal large subunit biogenesis [GO:0042273]	GO:0003676; GO:0005737; GO:0008270; GO:0030687; GO:0042273
KLLA0_F02013g	Q6CLL8	unreviewed	Q6CLL8_KLULA	KLLA0F02013p	KLLA0_F02013g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	566	rRNA processing [GO:0006364]	Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]		Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; rRNA processing [GO:0006364]	GO:0006364; GO:0032040; GO:0034388
KLLA0_F02321g	Q6CLK4	unreviewed	Q6CLK4_KLULA	DNA-directed RNA polymerase subunit	KLLA0_F02321g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	287	DNA-templated transcription initiation [GO:0006352]; transcription elongation by RNA polymerase I [GO:0006362]	RNA polymerase I complex [GO:0005736]		RNA polymerase I complex [GO:0005736]; DNA-templated transcription initiation [GO:0006352]; transcription elongation by RNA polymerase I [GO:0006362]	GO:0005736; GO:0006352; GO:0006362
KLLA0_F02860g	Q6CLI0	unreviewed	Q6CLI0_KLULA	KLLA0F02860p	KLLA0_F02860g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	433			flavin adenine dinucleotide binding [GO:0050660]; saccharopine oxidase activity [GO:0051698]; sarcosine oxidase activity [GO:0008115]	flavin adenine dinucleotide binding [GO:0050660]; saccharopine oxidase activity [GO:0051698]; sarcosine oxidase activity [GO:0008115]	GO:0008115; GO:0050660; GO:0051698
KLLA0_F03058g	Q6CLH1	unreviewed	Q6CLH1_KLULA	KLLA0F03058p	KLLA0_F03058g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	409	methylation [GO:0032259]			methylation [GO:0032259]	GO:0032259
KLLA0_F03256g	Q6CLG2	unreviewed	Q6CLG2_KLULA	KLLA0F03256p	KLLA0_F03256g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	285			aldo-keto reductase (NADPH) activity [GO:0004033]	aldo-keto reductase (NADPH) activity [GO:0004033]	GO:0004033
KLLA0_F03399g	Q6CLF5	unreviewed	Q6CLF5_KLULA	Nucleolar protein 2	KLLA0_F03399g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	619	maturation of LSU-rRNA [GO:0000470]; rRNA base methylation [GO:0070475]	nucleolus [GO:0005730]	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]	nucleolus [GO:0005730]; RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]; maturation of LSU-rRNA [GO:0000470]; rRNA base methylation [GO:0070475]	GO:0000470; GO:0003723; GO:0005730; GO:0009383; GO:0070475
KLLA0_F04037g	Q6CLC6	unreviewed	Q6CLC6_KLULA	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	KLLA0_F04037g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	217	carbon utilization [GO:0015976]; cellular response to carbon dioxide [GO:0071244]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]; cellular response to carbon dioxide [GO:0071244]; cellular response to oxidative stress [GO:0034599]	GO:0004089; GO:0005737; GO:0008270; GO:0015976; GO:0034599; GO:0071244
KLLA0_F04169g	Q6CLC1	unreviewed	Q6CLC1_KLULA	Phosphate transporter	KLLA0_F04169g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	583	phosphate ion transmembrane transport [GO:0035435]	membrane [GO:0016020]	phosphate transmembrane transporter activity [GO:0005315]	membrane [GO:0016020]; phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]	GO:0005315; GO:0016020; GO:0035435
KLLA0_F05962g	Q6CL39	unreviewed	Q6CL39_KLULA	KLLA0F05962p	KLLA0_F05962g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	267	rRNA (guanine-N7)-methylation [GO:0070476]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]	rRNA (guanine) methyltransferase activity [GO:0016435]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; rRNA (guanine) methyltransferase activity [GO:0016435]; rRNA (guanine-N7)-methylation [GO:0070476]	GO:0005730; GO:0005737; GO:0016435; GO:0070476
KLLA0_F06006g	Q6CL37	unreviewed	Q6CL37_KLULA	KLLA0F06006p	KLLA0_F06006g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	221	mitochondrial cytochrome c oxidase assembly [GO:0033617]	membrane [GO:0016020]; mitochondrion [GO:0005739]		membrane [GO:0016020]; mitochondrion [GO:0005739]; mitochondrial cytochrome c oxidase assembly [GO:0033617]	GO:0005739; GO:0016020; GO:0033617
KLLA0_F06138g	Q6CL31	unreviewed	Q6CL31_KLULA	KLLA0F06138p	KLLA0_F06138g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	307					
KLLA0_F06336g	Q6CL22	unreviewed	Q6CL22_KLULA	C-8 sterol isomerase (EC 5.-.-.-) (Delta-8--delta-7 sterol isomerase)	KLLA0_F06336g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	223	ergosterol biosynthetic process [GO:0006696]	endoplasmic reticulum membrane [GO:0005789]		endoplasmic reticulum membrane [GO:0005789]; ergosterol biosynthetic process [GO:0006696]	GO:0005789; GO:0006696
KLLA0_F06622g	Q6CL09	unreviewed	Q6CL09_KLULA	KLLA0F06622p	KLLA0_F06622g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	478	rRNA processing [GO:0006364]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]	snoRNA binding [GO:0030515]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]; snoRNA binding [GO:0030515]; rRNA processing [GO:0006364]	GO:0005730; GO:0005737; GO:0006364; GO:0030515; GO:0030688
KLLA0_F06666g	Q6CL07	unreviewed	Q6CL07_KLULA	KLLA0F06666p	KLLA0_F06666g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	648	ribosomal subunit export from nucleus [GO:0000054]	cytosol [GO:0005829]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal subunit export from nucleus [GO:0000054]	GO:0000054; GO:0003924; GO:0005525; GO:0005829
KLLA0_F08525g	Q6CKS2	unreviewed	Q6CKS2_KLULA	KLLA0F08525p	KLLA0_F08525g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	493	riboflavin transport [GO:0032218]	membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; riboflavin transport [GO:0032218]	GO:0016020; GO:0022857; GO:0032218
KLLA0_F08855g	Q6CKQ7	unreviewed	Q6CKQ7_KLULA	KLLA0F08855p	KLLA0_F08855g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	353	lipid biosynthetic process [GO:0008610]	membrane [GO:0016020]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	membrane [GO:0016020]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]	GO:0005506; GO:0008610; GO:0016020; GO:0016491
KLLA0_F09427g	Q6CKN0	unreviewed	Q6CKN0_KLULA	Autophagy-related protein	KLLA0_F09427g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	547	amino acid transmembrane export from vacuole [GO:0032974]; autophagy [GO:0006914]	vacuolar membrane [GO:0005774]		vacuolar membrane [GO:0005774]; amino acid transmembrane export from vacuole [GO:0032974]; autophagy [GO:0006914]	GO:0005774; GO:0006914; GO:0032974
KLLA0_F10879g	Q6CKG4	unreviewed	Q6CKG4_KLULA	acetyl-CoA C-acyltransferase (EC 2.3.1.16)	KLLA0_F10879g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	404	fatty acid beta-oxidation [GO:0006635]; phenylacetate catabolic process [GO:0010124]	peroxisome [GO:0005777]	acetyl-CoA C-acyltransferase activity [GO:0003988]	peroxisome [GO:0005777]; acetyl-CoA C-acyltransferase activity [GO:0003988]; fatty acid beta-oxidation [GO:0006635]; phenylacetate catabolic process [GO:0010124]	GO:0003988; GO:0005777; GO:0006635; GO:0010124
KLLA0_F11253g	Q6CKE7	unreviewed	Q6CKE7_KLULA	KLLA0F11253p	KLLA0_F11253g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	676	pseudouridine synthesis [GO:0001522]	nucleus [GO:0005634]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	nucleus [GO:0005634]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]	GO:0001522; GO:0003723; GO:0005634; GO:0009982
KLLA0_F11506g	Q6CKD5	unreviewed	Q6CKD5_KLULA	Ribosome biogenesis protein NOP53	KLLA0_F11506g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	444	ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	5S rRNA binding [GO:0008097]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; 5S rRNA binding [GO:0008097]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	GO:0000027; GO:0005654; GO:0005730; GO:0006364; GO:0008097
KLLA0_F13244g	Q6CK63	unreviewed	Q6CK63_KLULA	KLLA0F13244p	KLLA0_F13244g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	814	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	U3 snoRNA binding [GO:0034511]	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; U3 snoRNA binding [GO:0034511]; endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]	GO:0000472; GO:0000480; GO:0005730; GO:0030686; GO:0032040; GO:0034511
KLLA0_F13508g	Q6CK51	unreviewed	Q6CK51_KLULA	U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11)	KLLA0_F13508g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	249	rRNA processing [GO:0006364]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; rRNA processing [GO:0006364]	GO:0005730; GO:0006364; GO:0032040
KLLA0_F13640g	Q6CK45	unreviewed	Q6CK45_KLULA	Aspartate aminotransferase (EC 2.6.1.1)	KLLA0_F13640g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	418	aspartate catabolic process [GO:0006533]; biosynthetic process [GO:0009058]	mitochondrion [GO:0005739]	L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]	mitochondrion [GO:0005739]; L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]; aspartate catabolic process [GO:0006533]; biosynthetic process [GO:0009058]	GO:0004069; GO:0005739; GO:0006533; GO:0009058; GO:0030170
KLLA0_F13772g	Q6CK39	unreviewed	Q6CK39_KLULA	KLLA0F13772p	KLLA0_F13772g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	520	positive regulation of transcription by RNA polymerase I [GO:0045943]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]		nucleolus [GO:0005730]; positive regulation of transcription by RNA polymerase I [GO:0045943]; rRNA processing [GO:0006364]	GO:0005730; GO:0006364; GO:0045943
KLLA0_F14553g	Q6CK05	unreviewed	Q6CK05_KLULA	KLLA0F14553p	KLLA0_F14553g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	377	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]		pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	GO:0000455; GO:0003723; GO:0009982
KLLA0_F15224g	Q6CJX6	unreviewed	Q6CJX6_KLULA	Squalene monooxygenase (EC 1.14.14.17)	KLLA0_F15224g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	500	ergosterol biosynthetic process [GO:0006696]	endoplasmic reticulum membrane [GO:0005789]	flavin adenine dinucleotide binding [GO:0050660]; squalene monooxygenase activity [GO:0004506]	endoplasmic reticulum membrane [GO:0005789]; flavin adenine dinucleotide binding [GO:0050660]; squalene monooxygenase activity [GO:0004506]; ergosterol biosynthetic process [GO:0006696]	GO:0004506; GO:0005789; GO:0006696; GO:0050660
KLLA0_F15598g	Q6CJV8	unreviewed	Q6CJV8_KLULA	KLLA0F15598p	KLLA0_F15598g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	478	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0005730; GO:0032040
KLLA0_F16280g	Q6CJS6	unreviewed	Q6CJS6_KLULA	20S-pre-rRNA D-site endonuclease NOB1	KLLA0_F16280g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	472	maturation of SSU-rRNA [GO:0030490]	nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]	metal ion binding [GO:0046872]; RNA endonuclease activity [GO:0004521]	nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]; metal ion binding [GO:0046872]; RNA endonuclease activity [GO:0004521]; maturation of SSU-rRNA [GO:0030490]	GO:0004521; GO:0005730; GO:0030490; GO:0030688; GO:0046872
KLLA0_F16489g	Q6CJR8	unreviewed	Q6CJR8_KLULA	KLLA0F16489p	KLLA0_F16489g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	262	cellular response to glucose starvation [GO:0042149]; protein catabolic process in the vacuole [GO:0007039]	vacuole [GO:0005773]		vacuole [GO:0005773]; cellular response to glucose starvation [GO:0042149]; protein catabolic process in the vacuole [GO:0007039]	GO:0005773; GO:0007039; GO:0042149
KLLA0_F17050g	Q6CJP3	unreviewed	Q6CJP3_KLULA	Malate dehydrogenase (EC 1.1.1.37)	KLLA0_F17050g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	338	malate metabolic process [GO:0006108]; tricarboxylic acid cycle [GO:0006099]	mitochondrion [GO:0005739]	L-malate dehydrogenase (NAD+) activity [GO:0030060]	mitochondrion [GO:0005739]; L-malate dehydrogenase (NAD+) activity [GO:0030060]; malate metabolic process [GO:0006108]; tricarboxylic acid cycle [GO:0006099]	GO:0005739; GO:0006099; GO:0006108; GO:0030060
KLLA0_F17182g	Q6CJN7	unreviewed	Q6CJN7_KLULA	KLLA0F17182p	KLLA0_F17182g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	213					
KLLA0_F17237g	Q6CJN4	unreviewed	Q6CJN4_KLULA	KLLA0F17237p	KLLA0_F17237g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	523	ribosome biogenesis [GO:0042254]	nucleolus [GO:0005730]		nucleolus [GO:0005730]; ribosome biogenesis [GO:0042254]	GO:0005730; GO:0042254
KLLA0_F17435g	Q6CJM6	unreviewed	Q6CJM6_KLULA	RNA helicase (EC 3.6.4.13)	KLLA0_F17435g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1271	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	nucleolus [GO:0005730]; ribonucleoprotein complex [GO:1990904]	ATP binding [GO:0005524]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]	nucleolus [GO:0005730]; ribonucleoprotein complex [GO:1990904]; ATP binding [GO:0005524]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0003723; GO:0004386; GO:0005524; GO:0005730; GO:0008186; GO:0016787; GO:1990904
KLLA0_F19371g	B5FVA6	unreviewed	B5FVA6_KLULA	KLLA0F19371p	KLLA0_F19371g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	80		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
