Orthogroup	C_albicans	C_auris	C_glabrata	C_nivariensis	C_parapsilosis	K_lactis	L_kluyveri	N_bacillisporus	S_cerevisiae	Y_lipolytica
OG0006205	orf19.1350 orf19.1350 CGDID_CAL0003853 COORDS_Ca21chr2_C_albicans_SC5314_1681722-1682720W_ translated using codon table 12 _332 amino acids_ Uncharacterized ORF; Protein with a thioredoxin domain; predicted role in cell redox homeostasis; rat catheter and Spider biofilm induced									
OG0006206	orf19.634 orf19.634 CGDID_CAL0000973 COORDS_Ca21chrR_C_albicans_SC5314_1076405-1075536C_ translated using codon table 12 _289 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006207	orf19.7458 orf19.7458 CGDID_CAL0005591 COORDS_Ca21chr3_C_albicans_SC5314_1527003-1526638C_ translated using codon table 12 _121 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006208	orf19.7104 orf19.7104 CGDID_CAL0002803 COORDS_Ca21chr7_C_albicans_SC5314_26062-27036W_ translated using codon table 12 _324 amino acids_ Verified ORF; Adhesin-like cell wall protein; similar to mucins and to a Litomosoides microfilarial sheath protein; N-terminal secretion signal; rat catheter and Spider biofilm repressed									
OG0006209	orf19.5748 orf19.5748 CGDID_CAL0001451 COORDS_Ca21chr6_C_albicans_SC5314_809008-809625W_ translated using codon table 12 _205 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006210	orf19.6936 RAD53 CGDID_CAL0000242 COORDS_Ca21chr3_C_albicans_SC5314_800057-802156W_ translated using codon table 12 _699 amino acids_ Verified ORF; Protein involved in regulation of DNA-damage-induced filamentous growth; putative component of cell cycle checkpoint; ortholog of <i									
OG0006211	S. cerevisiae</i									
OG0006212	orf19.3699 TEP1 CGDID_CAL0000491 COORDS_Ca21chr7_C_albicans_SC5314_565324-566484W_ translated using codon table 12 _386 amino acids_ Uncharacterized ORF; Putative protein phosphatase of the PTP family _tyrosine-specific__ similar to <i									
OG0006213	S. cerevisiae</i									
OG0006214	orf19.3719 orf19.3719 CGDID_CAL0001115 COORDS_Ca21chrR_C_albicans_SC5314_548260-548730W_ translated using codon table 12 _156 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006215	orf19.2074 orf19.2074 CGDID_CAL0004496 COORDS_Ca21chr2_C_albicans_SC5314_84527-84835W_ translated using codon table 12 _102 amino acids_ Dubious ORF; Protein of unknown function									
OG0006216	orf19.1123 orf19.1123 CGDID_CAL0001918 COORDS_Ca21chr5_C_albicans_SC5314_823867-823514C_ translated using codon table 12 _117 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006217	orf19.3254 orf19.3254 CGDID_CAL0003341 COORDS_Ca21chrR_C_albicans_SC5314_230394-228574C_ translated using codon table 12 _606 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006218	orf19.7606 orf19.7606 CGDID_CAL0000798 COORDS_Ca21chrR_C_albicans_SC5314_2197624-2198115W_ translated using codon table 12 _163 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006219	orf19.2968 orf19.2968 CGDID_CAL0006084 COORDS_Ca21chr1_C_albicans_SC5314_584392-584994W_ translated using codon table 12 _200 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm induced									
OG0006220	orf19.6164 orf19.6164 CGDID_CAL0006068 COORDS_Ca21chr3_C_albicans_SC5314_174381-174707W_ translated using codon table 12 _108 amino acids_ Dubious ORF; Protein of unknown function									
OG0006221	orf19.7311 orf19.7311 CGDID_CAL0004536 COORDS_Ca21chrR_C_albicans_SC5314_1950737-1951321W_ translated using codon table 12 _194 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm induced									
OG0006222	orf19.2505 orf19.2505 CGDID_CAL0002362 COORDS_Ca21chr3_C_albicans_SC5314_206589-206897W_ translated using codon table 12 _102 amino acids_ Dubious ORF; Protein of unknown function									
OG0006223	orf19.5861.1 orf19.5861.1 CGDID_CAL0120879 COORDS_Ca21chr3_C_albicans_SC5314_872168-872458W_ translated using codon table 12 _96 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm induced									
OG0006224	orf19.3925 orf19.3925 CGDID_CAL0002904 COORDS_Ca21chr5_C_albicans_SC5314_970682-970227C_ translated using codon table 12 _151 amino acids_ Uncharacterized ORF; Putative protein of unknown function_ transcription is activated in the presence of elevated CO2									
OG0006225	orf19.6248 orf19.6248 CGDID_CAL0000500 COORDS_Ca21chr1_C_albicans_SC5314_1417969-1417268C_ translated using codon table 12 _233 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006226	orf19.3885 orf19.3885 CGDID_CAL0002181 COORDS_Ca21chrR_C_albicans_SC5314_1338755-1339843W_ translated using codon table 12 _362 amino acids_ Uncharacterized ORF; Has domain_s_ with predicted N-acetyltransferase activity; highly induced during chlamydospore formation in both C. albicans and C. dubliniensis									
OG0006227	orf19.6793 orf19.6793 CGDID_CAL0005002 COORDS_Ca21chr3_C_albicans_SC5314_1618764-1617667C_ translated using codon table 12 _365 amino acids_ Uncharacterized ORF; Protein of unknown function; Sef1_ Sfu1_ and Hap43 regulated; rat catheter and Spider biofilm induced									
OG0006228	orf19.3968 orf19.3968 CGDID_CAL0003057 COORDS_Ca21chr5_C_albicans_SC5314_1051721-1052032W_ translated using codon table 12 _103 amino acids_ Dubious ORF; Protein of unknown function; flow model biofilm induced									
OG0006229	orf19.535 RBR1 CGDID_CAL0000162 COORDS_Ca21chrR_C_albicans_SC5314_982434-982099C_ translated using codon table 12 _111 amino acids_ Verified ORF; Glycosylphosphatidylinositol _GPI_-anchored cell wall protein; required for filamentous growth at acidic pH; expression repressed by Rim101 and activated by Nrg1; Hap43-induced									
OG0006230	orf19.2123 orf19.2123 CGDID_CAL0005301 COORDS_Ca21chr6_C_albicans_SC5314_984023-984337W_ translated using codon table 12 _104 amino acids_ Uncharacterized ORF; Predicted ORF from Assembly 19; removed from Assembly 20; restored based on comparative genome analysis									
OG0006231	orf19.7024 orf19.7024 CGDID_CAL0001973 COORDS_Ca21chr7_C_albicans_SC5314_189687-189995W_ translated using codon table 12 _102 amino acids_ Dubious ORF; Protein of unknown function									
OG0006232	orf19.605 orf19.605 CGDID_CAL0000879 COORDS_Ca21chrR_C_albicans_SC5314_1734244-1733930C_ translated using codon table 12 _104 amino acids_ Dubious ORF; Protein of unknown function									
OG0006233	orf19.7055 orf19.7055 CGDID_CAL0002082 COORDS_Ca21chr7_C_albicans_SC5314_106646-106320C_ translated using codon table 12 _108 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006234	orf19.4969 KEM1 CGDID_CAL0006374 COORDS_Ca21chr1_C_albicans_SC5314_2930787-2926204C_ translated using codon table 12 _1503 amino acids_ Verified ORF; 5'-									
OG0006235	orf19.1266 orf19.1266 CGDID_CAL0002989 COORDS_Ca21chr4_C_albicans_SC5314_1287813-1287448C_ translated using codon table 12 _121 amino acids_ Uncharacterized ORF; Protein of unknown function; transcript detected on high-resolution tiling arrays									
OG0006236	orf19.5520 ASG7 CGDID_CAL0006110 COORDS_Ca21chr6_C_albicans_SC5314_519843-519397C_ translated using codon table 12 _148 amino acids_ Uncharacterized ORF; a-cell specific protein of unknown function; two predicted transmembrane domains; member of conserved Mcm1 regulon; induced by alpha pheromone in SpiderM medium									
OG0006237	orf19.1060 orf19.1060 CGDID_CAL0001202 COORDS_Ca21chr1_C_albicans_SC5314_881950-881441C_ translated using codon table 12 _169 amino acids_ Dubious ORF; Protein of unknown function									
OG0006238	orf19.1616 FGR23 CGDID_CAL0006341 COORDS_Ca21chr3_C_albicans_SC5314_499572-502916W_ translated using codon table 12 _1114 amino acids_ Verified ORF; Protein of unknown function; repressed by a1/alpha2 in white-phase cells_ a-specific_ alpha factor-induced; Hap43-repressed; flow model biofilm induced; Tn mutation affects filamentous growth;									
OG0006239	orf19.7007 orf19.7007 CGDID_CAL0001894 COORDS_Ca21chr7_C_albicans_SC5314_222726-223154W_ translated using codon table 12 _142 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006240	orf19.4643 orf19.4643 CGDID_CAL0003698 COORDS_Ca21chr4_C_albicans_SC5314_294807-301958W_ translated using codon table 12 _2383 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006241	orf19.5339 orf19.5339 CGDID_CAL0004299 COORDS_Ca21chr2_C_albicans_SC5314_2187529-2187873W_ translated using codon table 12 _114 amino acids_ Uncharacterized ORF; Ortholog of S. cerevisiae Spg5; required for proteasome assembly during quiescence; transcript detected on high-resolution tiling arrays; Spider biofilm induced									
OG0006242	orf19.6021 IHD2 CGDID_CAL0005068 COORDS_Ca21chr1_C_albicans_SC5314_167084-167830W_ translated using codon table 12 _248 amino acids_ Uncharacterized ORF; Protein of unknown function; induced during hyphae development; induced in low iron; Spider biofilm induced									
OG0006243	orf19.6329 orf19.6329 CGDID_CAL0001293 COORDS_Ca21chr6_C_albicans_SC5314_11351-10266C_ translated using codon table 12 _361 amino acids_ Uncharacterized ORF; Protein of unknown function; opaque-specific transcript; fluconazole-repressed; induced in cyr1 mutant and in oralpharyngeal candidasis; Spider biofilm induced									
OG0006244	orf19.2662 orf19.2662 CGDID_CAL0003491 COORDS_Ca21chr1_C_albicans_SC5314_1293677-1293072C_ translated using codon table 12 _201 amino acids_ Uncharacterized ORF; Predicted ORF of unknown function; overlaps TLO34/orf19.2661									
OG0006245	orf19.1906 orf19.1906 CGDID_CAL0002501 COORDS_Ca21chr2_C_albicans_SC5314_18818-19147W_ translated using codon table 12 _109 amino acids_ Dubious ORF; Protein of unknown function; flow model biofilm induced									
OG0006246	orf19.6083 orf19.6083 CGDID_CAL0005213 COORDS_Ca21chr1_C_albicans_SC5314_34446-34099C_ translated using codon table 12 _115 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006247	orf19.5461 orf19.5461 CGDID_CAF0007045 COORDS_Ca21chr3_C_albicans_SC5314_20107-20643W_ translated using codon table 12 _178 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006248	orf19.4320 orf19.4320 CGDID_CAL0000946 COORDS_Ca21chr5_C_albicans_SC5314_654890-654510C_ translated using codon table 12 _126 amino acids_ Dubious ORF; Protein of unknown function									
OG0006249	orf19.5264 orf19.5264 CGDID_CAL0003592 COORDS_Ca21chr1_C_albicans_SC5314_2632107-2632532W_ translated using codon table 12 _141 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006250	orf19.4214 orf19.4214 CGDID_CAL0000098 COORDS_Ca21chr6_C_albicans_SC5314_79373-78972C_ translated using codon table 12 _133 amino acids_ Dubious ORF; Protein of unknown function									
OG0006251	orf19.3774 PPG1 CGDID_CAL0001271 COORDS_Ca21chr4_C_albicans_SC5314_1078892-1077642C_ translated using codon table 12 _416 amino acids_ Uncharacterized ORF; Putative protein phosphatase of the Type 2A-related family _serine/threonine-specific__ similar to <i									
OG0006252	S. cerevisiae</i									
OG0006253	orf19.2826 orf19.2826 CGDID_CAL0005085 COORDS_Ca21chrR_C_albicans_SC5314_614526-613126C_ translated using codon table 12 _466 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006254	orf19.5918 orf19.5918 CGDID_CAL0003278 COORDS_Ca21chr3_C_albicans_SC5314_975859-975554C_ translated using codon table 12 _101 amino acids_ Dubious ORF; Protein of unknown function									
OG0006255	orf19.4095 orf19.4095 CGDID_CAL0004975 COORDS_Ca21chr2_C_albicans_SC5314_1903875-1904327W_ translated using codon table 12 _150 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006256	orf19.2645 orf19.2645 CGDID_CAL0003459 COORDS_Ca21chr5_C_albicans_SC5314_760524-760844W_ translated using codon table 12 _106 amino acids_ Dubious ORF; Protein of unknown function									
OG0006257	orf19.7398 orf19.7398 CGDID_CAL0004846 COORDS_Ca21chr3_C_albicans_SC5314_1457310-1457807W_ translated using codon table 12 _165 amino acids_ Uncharacterized ORF; Protein of unknown function' Hap43-induced gene; repressed by prostaglandins									
OG0006258	orf19.7151 orf19.7151 CGDID_CAL0002997 COORDS_Ca21chr7_C_albicans_SC5314_915533-915967W_ translated using codon table 12 _144 amino acids_ Dubious ORF; Protein of unknown function									
OG0006259	orf19.2704 orf19.2704 CGDID_CAL0004166 COORDS_Ca21chr4_C_albicans_SC5314_602846-603166W_ translated using codon table 12 _106 amino acids_ Dubious ORF; Protein of unknown function									
OG0006260	orf19.1348 orf19.1348 CGDID_CAL0003832 COORDS_Ca21chr2_C_albicans_SC5314_1685138-1684575C_ translated using codon table 12 _187 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006261	orf19.3159.4 orf19.3159.4 CGDID_CAF0006976 COORDS_Ca21chr5_C_albicans_SC5314_467497-467790W_ translated using codon table 12 _97 amino acids_ Dubious ORF; Protein of unknown function									
OG0006262	orf19.4201 NHX1 CGDID_CAL0000054 COORDS_Ca21chr6_C_albicans_SC5314_105983-103992C_ translated using codon table 12 _663 amino acids_ Uncharacterized ORF; Protein similar to <i									
OG0006263	S. cerevisiae</i									
OG0006264	orf19.2010 orf19.2010 CGDID_CAL0004329 COORDS_Ca21chr2_C_albicans_SC5314_186283-185888C_ translated using codon table 12 _131 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006265	orf19.5555 orf19.5555 CGDID_CAL0006182 COORDS_Ca21chr6_C_albicans_SC5314_580595-577200C_ translated using codon table 12 _1131 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006266	orf19.7206 OCA6 CGDID_CAL0003740 COORDS_Ca21chr1_C_albicans_SC5314_3083829-3084437W_ translated using codon table 12 _202 amino acids_ Verified ORF; Putative protein phosphatase of the PTP family _tyrosine-specific__ similar to <i									
OG0006267	S. cerevisiae</i									
OG0006268	orf19.2638.1 orf19.2638.1 CGDID_CAL0000158785 COORDS_Ca21chr5_C_albicans_SC5314_775495-775710W_ translated using codon table 12 _71 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006269	orf19.5262 orf19.5262 CGDID_CAL0003588 COORDS_Ca21chr1_C_albicans_SC5314_2634590-2635021W_ translated using codon table 12 _143 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006270	orf19.4623 orf19.4623 CGDID_CAL0003638 COORDS_Ca21chr4_C_albicans_SC5314_340995-340567C_ translated using codon table 12 _142 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm repressed									
OG0006271	orf19.4672 orf19.4672 CGDID_CAL0003783 COORDS_Ca21chr4_C_albicans_SC5314_240313-240615W_ translated using codon table 12 _100 amino acids_ Dubious ORF; Protein of unknown function									
OG0006272	orf19.1722 orf19.1722 CGDID_CAL0000803 COORDS_Ca21chr3_C_albicans_SC5314_275445-275861W_ translated using codon table 12 _138 amino acids_ Dubious ORF; Protein of unknown function									
OG0006273	orf19.675 orf19.675 CGDID_CAL0001097 COORDS_Ca21chr1_C_albicans_SC5314_2475597-2476235W_ translated using codon table 12 _212 amino acids_ Uncharacterized ORF; Cell wall protein; induced in core stress response and core caspofungin response; iron-regulated; amphotericin B_ ketoconazole_ and hypoxia induced; regulated by Cyr1_ Ssn6; induced in oralpharyngeal candidasis; Spider biofilm repressed									
OG0006274	orf19.7070 orf19.7070 CGDID_CAF0007096 COORDS_Ca21chr7_C_albicans_SC5314_81346-81816W_ translated using codon table 12 _156 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006275	orf19.7280 orf19.7280 CGDID_CAL0003982 COORDS_Ca21chrR_C_albicans_SC5314_1900825-1901148W_ translated using codon table 12 _107 amino acids_ Dubious ORF; Protein of unknown function									
OG0006276	orf19.5424 orf19.5424 CGDID_CAF0007042 COORDS_Ca21chr3_C_albicans_SC5314_60243-59698C_ translated using codon table 12 _181 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006277	orf19.6715 orf19.6715 CGDID_CAL0004751 COORDS_Ca21chr3_C_albicans_SC5314_1758276-1757968C_ translated using codon table 12 _102 amino acids_ Dubious ORF; Protein of unknown function									
OG0006278	orf19.5556 orf19.5556 CGDID_CAL0006184 COORDS_Ca21chr6_C_albicans_SC5314_582808-583116W_ translated using codon table 12 _102 amino acids_ Dubious ORF; Protein of unknown function									
OG0006279	orf19.675.1 orf19.675.1 CGDID_CAL0120924 COORDS_Ca21chr1_C_albicans_SC5314_2474092-2473955C_ translated using codon table 12 _45 amino acids_ Uncharacterized ORF; Putative adhesin-like protein									
OG0006280	orf19.5402 orf19.5402 CGDID_CAF0007041 COORDS_Ca21chr3_C_albicans_SC5314_90950-91516W_ translated using codon table 12 _188 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006281	orf19.3413 FGR37 CGDID_CAL0004895 COORDS_Ca21chr6_C_albicans_SC5314_366036-366344W_ translated using codon table 12 _102 amino acids_ Verified ORF; Protein lacking an ortholog in S. cerevisiae; transposon mutation affects filamentous growth									
