xp_id,locus_tag
XP_454108.1,KLLA0_E03631g
XP_454109.1,KLLA0_E03653g
XP_454110.1,KLLA0_E03675g
XP_454111.1,KLLA0_E03697g
XP_454112.1,KLLA0_E03719g
XP_454113.1,KLLA0_E03763g
XP_454114.1,KLLA0_E03785g
XP_454115.1,KLLA0_E03807g
XP_454116.1,KLLA0_E03829g
XP_454117.1,KLLA0_E03851g
XP_454118.1,KLLA0_E03873g
XP_002999393.1,KLLA0_E03895g
XP_454120.1,KLLA0_E03917g
XP_454121.1,KLLA0_E03939g
XP_454122.1,KLLA0_E03961g
XP_454123.1,KLLA0_E03983g
XP_454124.1,KLLA0_E04005g
XP_454125.1,KLLA0_E04027g
XP_454126.1,KLLA0_E04049g
XP_454127.1,KLLA0_E04071g
XP_454128.1,KLLA0_E04093g
XP_454129.1,KLLA0_E04115g
XP_454130.1,KLLA0_E04137g
XP_454131.1,KLLA0_E04159g
XP_454132.1,KLLA0_E04181g
XP_454133.1,KLLA0_E04203g
XP_454134.1,KLLA0_E04225g
XP_454135.1,KLLA0_E04247g
XP_454137.1,KLLA0_E04269g
XP_454138.1,KLLA0_E04291g
XP_454139.1,KLLA0_E04313g
XP_454140.1,KLLA0_E04335g
XP_454141.1,KLLA0_E04357g
XP_454142.1,KLLA0_E04379g
XP_454144.1,KLLA0_E04401g
XP_454145.1,KLLA0_E04423g
XP_454146.1,KLLA0_E04445g
XP_454147.1,KLLA0_E04467g
XP_454148.1,KLLA0_E04489g
XP_454149.1,KLLA0_E04511g
XP_454150.1,KLLA0_E04533g
XP_454151.1,KLLA0_E04555g
XP_454152.1,KLLA0_E04577g
XP_454153.1,KLLA0_E04599g
XP_454154.1,KLLA0_E04621g
XP_454155.1,KLLA0_E04643g
XP_454156.1,KLLA0_E04665g
XP_454157.1,KLLA0_E04687g
XP_454158.1,KLLA0_E04709g
XP_454159.1,KLLA0_E04731g
XP_454160.1,KLLA0_E04753g
XP_454161.1,KLLA0_E04775g
XP_454162.1,KLLA0_E04797g
XP_454163.1,KLLA0_E04819g
XP_454164.1,KLLA0_E04841g
XP_002999394.1,KLLA0_E04863g
XP_454166.1,KLLA0_E04885g
XP_454167.1,KLLA0_E04907g
XP_454168.1,KLLA0_E04929g
XP_454169.1,KLLA0_E04973g
XP_454170.1,KLLA0_E04995g
XP_454171.1,KLLA0_E05017g
XP_454172.1,KLLA0_E05039g
XP_454173.1,KLLA0_E05061g
XP_454174.1,KLLA0_E05083g
XP_454175.1,KLLA0_E05105g
XP_454176.1,KLLA0_E05127g
XP_454177.1,KLLA0_E05149g
XP_454178.1,KLLA0_E05171g
XP_002999395.1,KLLA0_E05193g
XP_454180.1,KLLA0_E05215g
XP_454181.1,KLLA0_E05237g
XP_454182.1,KLLA0_E05259g
XP_454183.1,KLLA0_E05281g
XP_454184.1,KLLA0_E05303g
XP_454185.1,KLLA0_E05325g
XP_454186.1,KLLA0_E05347g
XP_454187.1,KLLA0_E05369g
XP_454188.1,KLLA0_E05391g
XP_454189.1,KLLA0_E05413g
XP_454190.1,KLLA0_E05435g
XP_454192.1,KLLA0_E05457g
XP_454193.1,KLLA0_E05479g
XP_002999396.1,KLLA0_E05501g
XP_454195.1,KLLA0_E05523g
XP_454196.1,KLLA0_E05545g
XP_454197.1,KLLA0_E05567g
XP_454198.1,KLLA0_E05589g
XP_454199.1,KLLA0_E05611g
XP_454200.1,KLLA0_E05633g
XP_454201.1,KLLA0_E05655g
XP_454202.1,KLLA0_E05677g
XP_454203.1,KLLA0_E05699g
XP_454204.1,KLLA0_E05721g
XP_454205.1,KLLA0_E05743g
XP_454206.1,KLLA0_E05765g
XP_454207.1,KLLA0_E05787g
XP_454208.1,KLLA0_E05809g
XP_002999397.1,KLLA0_E05831g
XP_454210.1,KLLA0_E05853g
XP_454211.1,KLLA0_E05875g
XP_454212.1,KLLA0_E05897g
XP_454213.1,KLLA0_E05919g
XP_454214.1,KLLA0_E05941g
XP_454215.1,KLLA0_E05963g
XP_454216.1,KLLA0_E05985g
XP_454217.1,KLLA0_E06007g
XP_454218.1,KLLA0_E06029g
XP_454219.1,KLLA0_E06051g
XP_454220.1,KLLA0_E06073g
XP_454221.1,KLLA0_E06095g
XP_454222.1,KLLA0_E06117g
XP_454223.1,KLLA0_E06139g
XP_454224.1,KLLA0_E06161g
XP_454225.1,KLLA0_E06183g
XP_454227.1,KLLA0_E06205g
XP_454228.1,KLLA0_E06227g
XP_454229.1,KLLA0_E06249g
XP_454230.1,KLLA0_E06271g
XP_454231.1,KLLA0_E06293g
XP_454232.1,KLLA0_E06315g
XP_454233.1,KLLA0_E06337g
XP_454234.1,KLLA0_E06359g
XP_454235.1,KLLA0_E06381g
XP_454236.1,KLLA0_E06403g
XP_454237.1,KLLA0_E06425g
XP_454238.1,KLLA0_E06447g
XP_454239.1,KLLA0_E06469g
XP_454240.1,KLLA0_E06491g
XP_454241.1,KLLA0_E06513g
XP_454242.1,KLLA0_E06535g
XP_454244.1,KLLA0_E06557g
XP_454245.1,KLLA0_E06579g
XP_454246.1,KLLA0_E06601g
XP_454247.1,KLLA0_E06645g
XP_454248.1,KLLA0_E06667g
XP_454249.1,KLLA0_E06689g
XP_454250.1,KLLA0_E06711g
XP_454252.1,KLLA0_E06733g
XP_454253.1,KLLA0_E06755g
XP_454254.1,KLLA0_E06777g
XP_454255.1,KLLA0_E06799g
XP_454256.1,KLLA0_E06821g
XP_454257.1,KLLA0_E06843g
XP_454258.1,KLLA0_E06865g
XP_454259.1,KLLA0_E06887g
XP_454260.1,KLLA0_E06909g
XP_454261.1,KLLA0_E06931g
XP_454262.1,KLLA0_E06953g
XP_454263.1,KLLA0_E06975g
XP_454264.1,KLLA0_E06997g
XP_454265.1,KLLA0_E07019g
XP_454266.1,KLLA0_E07041g
XP_454267.1,KLLA0_E07063g
XP_454268.1,KLLA0_E07085g
XP_454269.1,KLLA0_E07107g
XP_454270.1,KLLA0_E07129g
XP_454271.1,KLLA0_E07151g
XP_454272.1,KLLA0_E07173g
XP_454273.1,KLLA0_E07195g
XP_454274.1,KLLA0_E07217g
XP_454275.1,KLLA0_E07239g
XP_454276.1,KLLA0_E07261g
XP_454277.1,KLLA0_E07283g
XP_454278.1,KLLA0_E07305g
XP_454279.1,KLLA0_E07327g
XP_454280.1,KLLA0_E07349g
XP_002999398.1,KLLA0_E07371g
XP_454282.1,KLLA0_E07393g
XP_454283.1,KLLA0_E07415g
XP_454284.1,KLLA0_E07437g
XP_454285.1,KLLA0_E07459g
XP_454286.1,KLLA0_E07481g
XP_454287.1,KLLA0_E07503g
XP_454288.1,KLLA0_E07525g
XP_454289.1,KLLA0_E07547g
XP_454290.1,KLLA0_E07569g
XP_454291.1,KLLA0_E07591g
XP_454292.1,KLLA0_E07613g
XP_454293.1,KLLA0_E07635g
XP_454294.1,KLLA0_E07657g
XP_454295.1,KLLA0_E07679g
XP_454296.1,KLLA0_E07701g
XP_454297.1,KLLA0_E07723g
XP_454298.1,KLLA0_E07745g
XP_454299.1,KLLA0_E07767g
XP_002999399.1,KLLA0_E07789g
XP_454301.1,KLLA0_E07811g
XP_454302.1,KLLA0_E07833g
XP_454303.1,KLLA0_E07855g
XP_454305.1,KLLA0_E07877g
XP_454306.1,KLLA0_E07899g
XP_454307.1,KLLA0_E07921g
XP_454308.1,KLLA0_E07943g
XP_454309.1,KLLA0_E07965g
XP_454310.1,KLLA0_E07987g
XP_454311.1,KLLA0_E08009g
XP_454312.1,KLLA0_E08031g
XP_454313.1,KLLA0_E08053g
XP_002999400.1,KLLA0_E08075g
XP_454316.1,KLLA0_E08097g
XP_454317.1,KLLA0_E08119g
XP_454318.1,KLLA0_E08141g
XP_454319.1,KLLA0_E08163g
XP_454320.1,KLLA0_E08207g
XP_454321.1,KLLA0_E08229g
XP_454322.1,KLLA0_E08251g
XP_454323.1,KLLA0_E08273g
XP_454324.1,KLLA0_E08295g
XP_454325.1,KLLA0_E08317g
XP_454326.1,KLLA0_E08339g
XP_454327.1,KLLA0_E08361g
XP_454328.1,KLLA0_E08383g
XP_454329.1,KLLA0_E08405g
XP_454330.1,KLLA0_E08449g
XP_454331.1,KLLA0_E08471g
XP_454332.1,KLLA0_E08493g
XP_454333.1,KLLA0_E08515g
XP_454334.1,KLLA0_E08537g
XP_454335.1,KLLA0_E08559g
XP_454336.1,KLLA0_E08581g
XP_454337.1,KLLA0_E08603g
XP_454338.1,KLLA0_E08625g
XP_454743.1,KLLA0_E08647g
XP_454340.1,KLLA0_E08669g
XP_454341.1,KLLA0_E08691g
XP_454342.1,KLLA0_E08713g
XP_454343.1,KLLA0_E08735g
XP_454344.1,KLLA0_E08757g
XP_454345.1,KLLA0_E08779g
XP_454346.1,KLLA0_E08801g
XP_454347.1,KLLA0_E08823g
XP_454348.1,KLLA0_E08845g
XP_454349.1,KLLA0_E08867g
XP_454350.1,KLLA0_E08889g
XP_454351.1,KLLA0_E08911g
XP_454352.1,KLLA0_E08933g
XP_454353.1,KLLA0_E08955g
XP_454354.1,KLLA0_E08977g
XP_454355.1,KLLA0_E08999g
XP_454356.1,KLLA0_E09021g
XP_454357.1,KLLA0_E09043g
XP_454358.1,KLLA0_E09065g
XP_454359.1,KLLA0_E09087g
XP_454360.1,KLLA0_E09109g
XP_454361.1,KLLA0_E09131g
XP_454362.1,KLLA0_E09153g
XP_454363.1,KLLA0_E09175g
XP_454364.1,KLLA0_E09197g
XP_454365.1,KLLA0_E09219g
XP_454366.1,KLLA0_E09241g
XP_454367.1,KLLA0_E09263g
XP_454368.1,KLLA0_E09285g
XP_454370.1,KLLA0_E09307g
XP_454371.1,KLLA0_E09329g
XP_454372.1,KLLA0_E09351g
XP_454373.1,KLLA0_E09373g
XP_454374.1,KLLA0_E09395g
XP_454375.1,KLLA0_E09417g
XP_454376.1,KLLA0_E09439g
XP_454377.1,KLLA0_E09461g
XP_454378.1,KLLA0_E09483g
XP_454379.1,KLLA0_E09505g
XP_454380.1,KLLA0_E09527g
XP_454381.1,KLLA0_E09549g
XP_454382.1,KLLA0_E09571g
XP_454383.1,KLLA0_E09593g
XP_454384.1,KLLA0_E09615g
XP_454385.1,KLLA0_E09637g
XP_454386.1,KLLA0_E09681g
XP_454387.1,KLLA0_E09703g
XP_454388.1,KLLA0_E09725g
XP_454389.1,KLLA0_E09747g
XP_454390.1,KLLA0_E09769g
XP_454391.1,KLLA0_E09791g
XP_454392.1,KLLA0_E09813g
XP_454393.1,KLLA0_E09835g
XP_454394.1,KLLA0_E09857g
XP_454395.1,KLLA0_E09879g
XP_454396.1,KLLA0_E09901g
XP_454397.1,KLLA0_E09923g
XP_454398.1,KLLA0_E09945g
XP_454399.1,KLLA0_E09967g
XP_454400.1,KLLA0_E09989g
XP_454401.1,KLLA0_E10011g
XP_454402.1,KLLA0_E10033g
XP_454403.1,KLLA0_E10055g
XP_454404.1,KLLA0_E10077g
XP_454405.1,KLLA0_E10099g
XP_454406.1,KLLA0_E10121g
XP_454407.1,KLLA0_E10143g
XP_454408.1,KLLA0_E10165g
XP_454409.1,KLLA0_E10187g
XP_454410.1,KLLA0_E10209g
XP_454411.1,KLLA0_E10231g
XP_454412.1,KLLA0_E10253g
XP_454413.1,KLLA0_E10275g
XP_454414.1,KLLA0_E10297g
XP_454415.1,KLLA0_E10319g
XP_454416.1,KLLA0_E10341g
XP_454417.1,KLLA0_E10363g
XP_454418.1,KLLA0_E10385g
XP_454420.1,KLLA0_E10407g
XP_454421.1,KLLA0_E10429g
XP_454422.1,KLLA0_E10451g
XP_454423.1,KLLA0_E10473g
XP_454424.1,KLLA0_E10495g
XP_454425.1,KLLA0_E10517g
XP_454426.1,KLLA0_E10539g
XP_454427.1,KLLA0_E10561g
XP_454428.1,KLLA0_E10583g
XP_454429.1,KLLA0_E10605g
XP_454430.1,KLLA0_E10627g
XP_454431.1,KLLA0_E10649g
XP_454432.1,KLLA0_E10671g
XP_454433.1,KLLA0_E10693g
XP_454434.1,KLLA0_E10715g
XP_454435.1,KLLA0_E10737g
XP_454436.1,KLLA0_E10781g
XP_454437.1,KLLA0_E10803g
XP_454438.1,KLLA0_E10825g
XP_454439.1,KLLA0_E10847g
XP_454440.1,KLLA0_E10869g
XP_002999401.1,KLLA0_E10891g
XP_454441.1,KLLA0_E10913g
XP_454442.1,KLLA0_E10935g
XP_454445.1,KLLA0_E11001g
XP_454446.1,KLLA0_E11023g
XP_454447.1,KLLA0_E11045g
XP_454448.1,KLLA0_E11067g
XP_454449.1,KLLA0_E11089g
XP_454450.1,KLLA0_E11111g
XP_454451.1,KLLA0_E11133g
XP_454452.1,KLLA0_E11155g
XP_454453.1,KLLA0_E11177g
XP_454454.1,KLLA0_E11199g
XP_454455.1,KLLA0_E11221g
XP_454456.1,KLLA0_E11243g
XP_454457.1,KLLA0_E11265g
XP_454458.1,KLLA0_E11287g
XP_002999402.1,KLLA0_E11309g
XP_454460.1,KLLA0_E11331g
XP_454461.1,KLLA0_E11353g
XP_454462.1,KLLA0_E11375g
XP_454463.1,KLLA0_E11397g
XP_454464.1,KLLA0_E11419g
XP_454465.1,KLLA0_E11441g
XP_454468.1,KLLA0_E11485g
XP_454469.1,KLLA0_E11507g
XP_454470.1,KLLA0_E11529g
XP_454471.1,KLLA0_E11551g
XP_454472.1,KLLA0_E11573g
XP_454473.1,KLLA0_E11595g
XP_454474.1,KLLA0_E11617g
XP_454476.1,KLLA0_E11639g
XP_454477.1,KLLA0_E11661g
XP_454479.1,KLLA0_E11683g
XP_454480.1,KLLA0_E11705g
XP_002999403.1,KLLA0_E11727g
XP_454481.1,KLLA0_E11771g
XP_454482.1,KLLA0_E11793g
XP_454484.1,KLLA0_E11815g
XP_454485.1,KLLA0_E11837g
XP_454486.1,KLLA0_E11859g
XP_454487.1,KLLA0_E11881g
XP_454488.1,KLLA0_E11903g
XP_454489.1,KLLA0_E11925g
XP_454490.1,KLLA0_E11947g
XP_454491.1,KLLA0_E12013g
XP_002999404.1,KLLA0_E12035g
XP_454493.1,KLLA0_E12057g
XP_454494.1,KLLA0_E12079g
XP_454495.1,KLLA0_E12101g
XP_454496.1,KLLA0_E12123g
XP_454497.1,KLLA0_E12145g
XP_002999405.1,KLLA0_E12167g
XP_454498.1,KLLA0_E12189g
XP_454499.1,KLLA0_E12211g
XP_454500.1,KLLA0_E12233g
XP_454501.1,KLLA0_E12255g
XP_454502.1,KLLA0_E12277g
XP_454503.1,KLLA0_E12321g
XP_454504.1,KLLA0_E12343g
XP_454505.1,KLLA0_E12365g
XP_454506.1,KLLA0_E12387g
XP_454508.1,KLLA0_E12409g
XP_454509.1,KLLA0_E12431g
XP_454510.1,KLLA0_E12453g
XP_454511.1,KLLA0_E12475g
XP_454512.1,KLLA0_E12497g
XP_454513.1,KLLA0_E12519g
XP_454514.1,KLLA0_E12541g
XP_454516.1,KLLA0_E12563g
XP_454517.1,KLLA0_E12585g
XP_454518.1,KLLA0_E12607g
XP_454519.1,KLLA0_E12629g
XP_454520.1,KLLA0_E12651g
XP_454521.1,KLLA0_E12673g
XP_454522.1,KLLA0_E12695g
XP_454523.1,KLLA0_E12717g
XP_454524.1,KLLA0_E12739g
XP_454525.1,KLLA0_E12761g
XP_454526.1,KLLA0_E12783g
XP_454527.1,KLLA0_E12805g
XP_454528.1,KLLA0_E12827g
XP_454529.1,KLLA0_E12849g
XP_454530.1,KLLA0_E12871g
XP_454531.1,KLLA0_E12893g
XP_454532.1,KLLA0_E12915g
XP_454533.1,KLLA0_E12937g
XP_454534.1,KLLA0_E12959g
XP_454535.1,KLLA0_E12981g
XP_454536.1,KLLA0_E13003g
XP_454537.1,KLLA0_E13025g
XP_454538.1,KLLA0_E13047g
XP_454539.1,KLLA0_E13069g
XP_454540.1,KLLA0_E13091g
XP_454541.1,KLLA0_E13113g
XP_454542.1,KLLA0_E13135g
XP_454543.1,KLLA0_E13157g
XP_454544.1,KLLA0_E13179g
XP_454545.1,KLLA0_E13201g
XP_454546.1,KLLA0_E13223g
XP_454547.1,KLLA0_E13267g
XP_454548.1,KLLA0_E13289g
XP_454549.1,KLLA0_E13311g
XP_454550.1,KLLA0_E13333g
XP_454551.1,KLLA0_E13355g
XP_454552.1,KLLA0_E13377g
XP_454553.1,KLLA0_E13399g
XP_454554.1,KLLA0_E13421g
XP_454555.1,KLLA0_E13443g
XP_454557.1,KLLA0_E13465g
XP_454558.1,KLLA0_E13487g
XP_454559.1,KLLA0_E13509g
XP_454560.1,KLLA0_E13531g
XP_454561.1,KLLA0_E13553g
XP_454562.1,KLLA0_E13575g
XP_454563.1,KLLA0_E13597g
XP_454564.1,KLLA0_E13619g
XP_454565.1,KLLA0_E13641g
XP_454566.1,KLLA0_E13663g
XP_454567.1,KLLA0_E13685g
XP_454568.1,KLLA0_E13707g
XP_454569.1,KLLA0_E13729g
XP_454570.1,KLLA0_E13751g
XP_454571.1,KLLA0_E13773g
XP_454573.1,KLLA0_E13795g
XP_454574.1,KLLA0_E13817g
XP_454575.1,KLLA0_E13839g
XP_454576.1,KLLA0_E13861g
XP_454577.1,KLLA0_E13883g
XP_454578.1,KLLA0_E13905g
XP_454579.1,KLLA0_E13927g
XP_454580.1,KLLA0_E13949g
XP_454581.1,KLLA0_E13971g
XP_454582.1,KLLA0_E13993g
XP_454583.1,KLLA0_E14015g
XP_454584.1,KLLA0_E14037g
XP_454585.1,KLLA0_E14059g
XP_454586.1,KLLA0_E14103g
XP_454587.1,KLLA0_E14125g
XP_454588.1,KLLA0_E14147g
XP_454589.1,KLLA0_E14169g
XP_454590.1,KLLA0_E14191g
XP_454591.1,KLLA0_E14213g
XP_454592.1,KLLA0_E14235g
XP_454593.1,KLLA0_E14257g
XP_454594.1,KLLA0_E14301g
XP_454595.1,KLLA0_E14323g
XP_454596.1,KLLA0_E14345g
XP_454597.1,KLLA0_E14367g
XP_454598.1,KLLA0_E14389g
XP_454599.1,KLLA0_E14411g
XP_454600.1,KLLA0_E14433g
XP_454603.1,KLLA0_E14477g
XP_454604.1,KLLA0_E14499g
XP_454605.1,KLLA0_E14543g
XP_454607.1,KLLA0_E14587g
XP_454608.1,KLLA0_E14609g
XP_454609.1,KLLA0_E14631g
XP_454610.1,KLLA0_E14653g
XP_454611.1,KLLA0_E14675g
XP_454612.1,KLLA0_E14697g
XP_454613.1,KLLA0_E14719g
XP_454614.1,KLLA0_E14741g
XP_454615.1,KLLA0_E14763g
XP_454616.1,KLLA0_E14785g
XP_454617.1,KLLA0_E14807g
XP_454618.1,KLLA0_E14829g
XP_454619.1,KLLA0_E14851g
XP_454620.1,KLLA0_E14895g
XP_454621.1,KLLA0_E14917g
XP_454622.1,KLLA0_E14939g
XP_454623.1,KLLA0_E14961g
XP_454624.1,KLLA0_E14983g
XP_454626.1,KLLA0_E15005g
XP_454627.1,KLLA0_E15027g
XP_454628.1,KLLA0_E15049g
XP_454629.1,KLLA0_E15071g
XP_454630.1,KLLA0_E15093g
XP_454631.1,KLLA0_E15115g
XP_454632.1,KLLA0_E15137g
XP_454633.1,KLLA0_E15159g
XP_454634.1,KLLA0_E15181g
XP_454635.1,KLLA0_E15203g
XP_454636.1,KLLA0_E15225g
XP_454637.1,KLLA0_E15247g
XP_454638.1,KLLA0_E15269g
XP_454639.1,KLLA0_E15291g
XP_454640.1,KLLA0_E15313g
XP_454641.1,KLLA0_E15335g
XP_454643.1,KLLA0_E15357g
XP_454644.1,KLLA0_E15379g
XP_454645.1,KLLA0_E15401g
XP_454646.1,KLLA0_E15423g
XP_454647.1,KLLA0_E15445g
XP_454648.1,KLLA0_E15467g
XP_454649.1,KLLA0_E15489g
XP_454650.1,KLLA0_E15511g
XP_454651.1,KLLA0_E15533g
XP_454652.1,KLLA0_E15555g
XP_454653.1,KLLA0_E15577g
XP_454654.1,KLLA0_E15599g
XP_454655.1,KLLA0_E15621g
XP_454656.1,KLLA0_E15665g
XP_454657.1,KLLA0_E15687g
XP_454658.1,KLLA0_E15709g
XP_454659.1,KLLA0_E15731g
XP_454660.1,KLLA0_E15753g
XP_454661.1,KLLA0_E15775g
XP_454662.1,KLLA0_E15797g
XP_454663.1,KLLA0_E15819g
XP_454664.1,KLLA0_E15841g
XP_454665.1,KLLA0_E15863g
XP_454666.1,KLLA0_E15885g
XP_454667.1,KLLA0_E15907g
XP_454668.1,KLLA0_E15973g
XP_454669.1,KLLA0_E15995g
XP_454670.1,KLLA0_E16017g
XP_454671.1,KLLA0_E16039g
XP_454672.1,KLLA0_E16061g
XP_454673.1,KLLA0_E16083g
XP_454674.1,KLLA0_E16105g
XP_454675.1,KLLA0_E16127g
XP_002999406.1,KLLA0_E16149g
XP_454677.1,KLLA0_E16171g
XP_454679.1,KLLA0_E16193g
XP_454680.1,KLLA0_E16215g
XP_454681.1,KLLA0_E16237g
XP_454682.1,KLLA0_E16259g
XP_454683.1,KLLA0_E16281g
XP_454684.1,KLLA0_E16303g
XP_454685.1,KLLA0_E16325g
XP_454686.1,KLLA0_E16347g
XP_454687.1,KLLA0_E16369g
XP_454688.1,KLLA0_E16391g
XP_454689.1,KLLA0_E16413g
XP_454690.1,KLLA0_E16435g
XP_454691.1,KLLA0_E16457g
XP_454693.1,KLLA0_E16501g
XP_454694.1,KLLA0_E16523g
XP_454695.1,KLLA0_E16545g
XP_454696.1,KLLA0_E16567g
XP_454697.1,KLLA0_E16589g
XP_454698.1,KLLA0_E16611g
XP_454699.1,KLLA0_E16633g
XP_454700.1,KLLA0_E16655g
XP_454701.1,KLLA0_E16677g
XP_454702.1,KLLA0_E16699g
XP_454703.1,KLLA0_E16721g
XP_454705.1,KLLA0_E16743g
XP_454706.1,KLLA0_E16765g
XP_454707.1,KLLA0_E16787g
XP_454708.1,KLLA0_E16831g
XP_454709.1,KLLA0_E16853g
XP_454710.1,KLLA0_E16875g
XP_454711.1,KLLA0_E16897g
XP_454712.1,KLLA0_E16919g
XP_454713.1,KLLA0_E16941g
XP_454714.1,KLLA0_E16963g
XP_454715.1,KLLA0_E16985g
XP_454716.1,KLLA0_E17007g
XP_454717.1,KLLA0_E17029g
XP_454718.1,KLLA0_E17051g
XP_454719.1,KLLA0_E17073g
XP_454720.1,KLLA0_E17095g
XP_454721.1,KLLA0_E17117g
XP_454722.1,KLLA0_E17139g
XP_454723.1,KLLA0_E17161g
XP_454724.1,KLLA0_E17183g
XP_454725.1,KLLA0_E17205g
XP_454726.1,KLLA0_E17227g
XP_454727.1,KLLA0_E17249g
XP_454728.1,KLLA0_E17271g
XP_454729.1,KLLA0_E17293g
XP_002999407.1,KLLA0_E17315g
XP_454731.1,KLLA0_E17337g
XP_454732.1,KLLA0_E17359g
XP_454733.1,KLLA0_E17381g
XP_454734.1,KLLA0_E17403g
XP_454735.1,KLLA0_E17425g
XP_454736.1,KLLA0_E17447g
XP_454737.1,KLLA0_E17469g
XP_454738.1,KLLA0_E17491g
XP_454739.1,KLLA0_E17513g
XP_002999408.1,KLLA0_E17535g
XP_454741.1,KLLA0_E17557g
XP_454742.1,KLLA0_E17579g
XP_002999409.1,KLLA0_E17601g
XP_454744.1,KLLA0_E17623g
XP_454745.1,KLLA0_E17645g
XP_454746.1,KLLA0_E17667g
XP_454749.1,KLLA0_E17711g
XP_454750.1,KLLA0_E17733g
XP_454751.1,KLLA0_E17755g
XP_454752.1,KLLA0_E17777g
XP_454753.1,KLLA0_E17799g
XP_454754.1,KLLA0_E17821g
XP_454755.1,KLLA0_E17843g
XP_454756.1,KLLA0_E17865g
XP_454757.1,KLLA0_E17887g
XP_454758.1,KLLA0_E17909g
XP_002999410.1,KLLA0_E17931g
XP_454760.1,KLLA0_E17953g
XP_454761.1,KLLA0_E17975g
XP_454762.1,KLLA0_E17997g
XP_454763.1,KLLA0_E18019g
XP_454764.1,KLLA0_E18041g
XP_454765.1,KLLA0_E18063g
XP_454766.1,KLLA0_E18085g
XP_454767.1,KLLA0_E18107g
XP_454768.1,KLLA0_E18129g
XP_454769.1,KLLA0_E18151g
XP_454770.1,KLLA0_E18173g
XP_454771.1,KLLA0_E18195g
XP_454772.1,KLLA0_E18217g
XP_454773.1,KLLA0_E18239g
XP_454774.1,KLLA0_E18261g
XP_454775.1,KLLA0_E18283g
XP_454776.1,KLLA0_E18305g
XP_454777.1,KLLA0_E18327g
XP_454778.1,KLLA0_E18349g
XP_454779.1,KLLA0_E18371g
XP_454780.1,KLLA0_E18393g
XP_454781.1,KLLA0_E18415g
XP_454784.1,KLLA0_E18459g
XP_454785.1,KLLA0_E18481g
XP_454787.1,KLLA0_E18503g
XP_454788.1,KLLA0_E18525g
XP_454789.1,KLLA0_E18547g
XP_454790.1,KLLA0_E18569g
XP_454792.1,KLLA0_E18613g
XP_454793.1,KLLA0_E18635g
XP_454794.1,KLLA0_E18657g
XP_454795.1,KLLA0_E18679g
XP_454796.1,KLLA0_E18701g
XP_454797.1,KLLA0_E18723g
XP_454798.1,KLLA0_E18745g
XP_454799.1,KLLA0_E18767g
XP_454800.1,KLLA0_E18789g
XP_454801.1,KLLA0_E18811g
XP_454802.1,KLLA0_E18833g
XP_454803.1,KLLA0_E18855g
XP_454804.1,KLLA0_E18877g
XP_454805.1,KLLA0_E18899g
XP_454806.1,KLLA0_E18921g
XP_454807.1,KLLA0_E18943g
XP_454808.1,KLLA0_E18965g
XP_454809.1,KLLA0_E18987g
XP_454810.1,KLLA0_E19009g
XP_454811.1,KLLA0_E19031g
XP_454813.1,KLLA0_E19053g
XP_454814.1,KLLA0_E19075g
XP_454815.1,KLLA0_E19097g
XP_454816.1,KLLA0_E19119g
XP_454817.1,KLLA0_E19141g
XP_454818.1,KLLA0_E19163g
XP_454819.1,KLLA0_E19185g
XP_454820.1,KLLA0_E19207g
XP_454821.1,KLLA0_E19229g
XP_454822.1,KLLA0_E19251g
XP_454823.1,KLLA0_E19273g
XP_454824.1,KLLA0_E19295g
XP_454825.1,KLLA0_E19317g
XP_454826.1,KLLA0_E19339g
XP_454827.1,KLLA0_E19361g
XP_454828.1,KLLA0_E19383g
XP_454829.1,KLLA0_E19405g
XP_454830.1,KLLA0_E19427g
XP_454831.1,KLLA0_E19449g
XP_454832.1,KLLA0_E19471g
XP_454833.1,KLLA0_E19493g
XP_454834.1,KLLA0_E19515g
XP_454835.1,KLLA0_E19537g
XP_454836.1,KLLA0_E19559g
XP_454837.1,KLLA0_E19581g
XP_454838.1,KLLA0_E19603g
XP_454839.1,KLLA0_E19625g
XP_454840.1,KLLA0_E19647g
XP_454841.1,KLLA0_E19669g
XP_454842.1,KLLA0_E19691g
XP_454843.1,KLLA0_E19713g
XP_454844.1,KLLA0_E19735g
XP_454845.1,KLLA0_E19757g
XP_454846.1,KLLA0_E19779g
XP_454847.1,KLLA0_E19801g
XP_454848.1,KLLA0_E19823g
XP_454849.1,KLLA0_E19845g
XP_454850.1,KLLA0_E19867g
XP_454851.1,KLLA0_E19889g
XP_454852.1,KLLA0_E19911g
XP_454853.1,KLLA0_E19933g
XP_454854.1,KLLA0_E19955g
XP_454855.1,KLLA0_E19977g
XP_454856.1,KLLA0_E19999g
XP_454857.1,KLLA0_E20021g
XP_454858.1,KLLA0_E20043g
XP_454859.1,KLLA0_E20065g
XP_454860.1,KLLA0_E20087g
XP_454861.1,KLLA0_E20109g
XP_454862.1,KLLA0_E20131g
XP_454863.1,KLLA0_E20153g
XP_454864.1,KLLA0_E20175g
XP_454865.1,KLLA0_E20197g
XP_454866.1,KLLA0_E20219g
XP_454867.1,KLLA0_E20241g
XP_454868.1,KLLA0_E20263g
XP_454869.1,KLLA0_E20285g
XP_002999411.1,KLLA0_E20307g
XP_454871.1,KLLA0_E20351g
XP_454872.1,KLLA0_E20373g
XP_454873.1,KLLA0_E20395g
XP_454874.1,KLLA0_E20417g
XP_454875.1,KLLA0_E20439g
