Orthogroup	C_glabrata	S_cerevisiae
OG0000018	QNG13844.1 SSA3 [Nakaseomyces glabratus]	"YER103W SSA4 SGDID_S000000905_ Chr V from 364589-366517_ Genome Release 64-5-1_ Verified ORF_ ""Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog_ SSA3_ that arose from the whole genome duplication"", YBL075C SSA3 SGDID_S000000171_ Chr II from 86448-84499_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 _HSP70_ family; localized to the cytoplasm; SSA3 has a paralog_ SSA4_ that arose from the whole genome duplication"""
OG0000018	QNG13867.1 SSA1 [Nakaseomyces glabratus]	"YAL005C SSA1 SGDID_S000000004_ Chr I from 141431-139503_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""ATPase involved in protein folding and NLS-directed nuclear transport; HSP70 family member; required for ubiquitin-dependent degradation of short-lived proteins; forms a chaperone complex with Ydj1p; localizes to the nucleus_ cytoplasm and cell wall; unique functional specificity in the propagation of yeast [URE3] prions and vacuolar-mediated degradation of gluconeogenic enzymes; general targeting factor of Hsp104p to prion fibrils; 98% identity with paralog Ssa2p"", YLL024C SSA2 SGDID_S000003947_ Chr XII from 97485-95566_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""HSP70 family ATP-binding protein; role in protein folding and vacuolar protein import; required for Ub-dependent degradation of short-lived proteins; associated with the chaperonin-containing T-complex; unique specificity in propagation of [URE3] prions and vacuolar degradation of gluconeogenic enzymes; contributes to tRNA nuclear import during starvation; targeted to vacuoles via the AP-3 pathway; localizes to exosomes during heat stress with a role in thermotolerance; 98% identity with Ssa1p"""
OG0000021	QNG13541.1 uncharacterized protein GWK60_F04961 [Nakaseomyces glabratus]	"YDR207C UME6 SGDID_S000002615_ Chr IV from 867522-865012_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Rpd3L histone deacetylase complex subunit; key transcriptional regulator of early meiotic genes; involved in chromatin remodeling and transcriptional repression via DNA looping; binds URS1 upstream regulatory sequence_ represses transcription by recruiting conserved histone deacetylase Rpd3p _through co-repressor Sin3p_ and chromatin-remodeling factor Isw2p; couples metabolic responses to nutritional cues with initiation and progression of meiosis"""
OG0000022	QNG13887.1 uncharacterized protein GWK60_G04191 [Nakaseomyces glabratus]	"YKR034W DAL80 SGDID_S000001742_ Chr XI from 506898-507707_ Genome Release 64-5-1_ Verified ORF_ ""Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family_ forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog_ GZF3_ that arose from the whole genome duplication"""
OG0000022	QNG12612.1 GLN3 [Nakaseomyces glabratus]	"YER040W GLN3 SGDID_S000000842_ Chr V from 229795-231987_ Genome Release 64-5-1_ Verified ORF_ ""Transcriptional activator in nitrogen catabolite repression system; localization and activity regulated by quality of nitrogen source and Ure2p; full-length protein forms prion-like aggregates when overproduced"""
OG0000024	QNG12454.1 uncharacterized protein GWK60_B03245 [Nakaseomyces glabratus]	"YLR256W HAP1 SGDID_S000004246_ Chr XII from 646415-650923_ Genome Release 64-5-1_ Verified ORF_ ""Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus"""
OG0000026	QNG14541.1 uncharacterized protein GWK60_H09097 [Nakaseomyces glabratus]	"YKL201C MNN4 SGDID_S000001684_ Chr XI from 67466-63930_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative positive regulator of mannosylphosphate transferase Mnn6p; involved in mannosylphosphorylation of N-linked oligosaccharides; may also function as a mannosylphosphate transferase; expression increases in late-logarithmic and stationary growth phases; coding sequence contains length polymorphisms in different strains; MNN4 has a paralog_ YJR061W_ that arose from the whole genome duplication"""
OG0000026	QNG14212.1 uncharacterized protein GWK60_H01595 [Nakaseomyces glabratus]	"YJR061W MNN14 SGDID_S000003822_ Chr X from 550511-553318_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog_ MNN4_ that arose from the whole genome duplication"""
OG0000027	QNG15903.1 uncharacterized protein GWK60_K11627 [Nakaseomyces glabratus]	"YDR032C PST2 SGDID_S000002439_ Chr IV from 504695-504099_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""FMN-dependent NAD_P_H_quinone oxidoreductase; induced by oxidative stress in a Yap1p dependent manner; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog_ RFS1_ that arose from the whole genome duplication"""
OG0000027	QNG12467.1 uncharacterized protein GWK60_B03531 [Nakaseomyces glabratus]	"YCR004C YCP4 SGDID_S000000597_ Chr III from 120318-119575_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
OG0000028	QNG14322.1 uncharacterized protein GWK60_H04191 [Nakaseomyces glabratus]	"YML078W CPR3 SGDID_S000004543_ Chr XIII from 111002-111550_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial peptidyl-prolyl cis-trans isomerase _cyclophilin_; catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; involved in protein refolding after import into mitochondria"""
OG0000028	QNG15019.1 uncharacterized protein GWK60_J03333 [Nakaseomyces glabratus]	"YCR069W CPR4 SGDID_S000000665_ Chr III from 239055-240011_ Genome Release 64-5-1_ Verified ORF_ ""Peptidyl-prolyl cis-trans isomerase _cyclophilin_; catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog_ CPR8_ that arose from the whole genome duplication"""
OG0000028	QNG14199.1 CPR5 [Nakaseomyces glabratus]	"YDR304C CPR5 SGDID_S000002712_ Chr IV from 1072557-1071880_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Peptidyl-prolyl cis-trans isomerase _cyclophilin_ of the ER; catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; transcriptionally induced in response to unfolded proteins in the ER; CPR5 has a paralog_ CPR2_ that arose from the whole genome duplication"""
OG0000028	QNG13090.1 CPR1 [Nakaseomyces glabratus]	"YDR155C CPR1 SGDID_S000002562_ Chr IV from 769000-768512_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Cytoplasmic peptidyl-prolyl cis-trans isomerase _cyclophilin_; catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; binds the drug cyclosporin A; N-terminally propionylated in vivo; protein abundance increases in response to DNA replication stress"""
OG0000030	QNG15480.1 GLC7 [Nakaseomyces glabratus]	"YER133W GLC7 SGDID_S000000935_ Chr V from 432495-432671_433197-433958_ Genome Release 64-5-1_ Verified ORF_ ""Type 1 S/T protein phosphatase _PP1_ catalytic subunit; involved in glycogen metabolism_ sporulation and mitotic progression; interacts with multiple regulatory subunits; regulates actomyosin ring formation; subunit of CPF; recruited to mating projections by Afr1p interaction; regulates nucleocytoplasmic shuttling of Hxk2p; import into the nucleus is inhibited during spindle assembly checkpoint arrest; involved in dephosphorylating Rps6a/b and Bnr1p"""
OG0000030	QNG12577.1 uncharacterized protein GWK60_C01111 [Nakaseomyces glabratus]	"YPL179W PPQ1 SGDID_S000006100_ Chr XVI from 208157-209806_ Genome Release 64-5-1_ Verified ORF_ ""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family"""
OG0000030	QNG13452.1 uncharacterized protein GWK60_F02937 [Nakaseomyces glabratus]	"YDR436W PPZ2 SGDID_S000002844_ Chr IV from 1334821-1336953_ Genome Release 64-5-1_ Verified ORF_ ""Serine/threonine protein phosphatase Z_ isoform of Ppz1p; involved in regulation of potassium transport_ which affects osmotic stability_ cell cycle progression_ and halotolerance"""
OG0000031	QNG13071.1 uncharacterized protein GWK60_E00517 [Nakaseomyces glabratus]	"YDR174W HMO1 SGDID_S000002581_ Chr IV from 812110-812850_ Genome Release 64-5-1_ Verified ORF_ ""Chromatin-associated high mobility group _HMG_ family member; role in compacting_ bending_ bridging and looping DNA; lysine-rich CTD is essential for chromatin assembly_ forming condensates with dsDNA; functionally similar to linker histone H1; rDNA-binding component regulates transcription from RNAPI promoters; regulates start site selection of ribosomal protein genes via RNAPII promoters; role in genome maintenance; associates with a 5'-3' DNA helicase and Fpr1p"""
OG0000031	QNG14515.1 uncharacterized protein GWK60_H08503 [Nakaseomyces glabratus]	"YBR089C-A NHP6B SGDID_S000002157_ Chr II from 426489-426190_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""High-mobility group _HMG_ protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Ap; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6B has a paralog_ NHP6A_ that arose from the whole genome duplication"", YPR052C NHP6A SGDID_S000006256_ Chr XVI from 665974-665693_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""High-mobility group _HMG_ protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to chromosomes; functionally redundant with Nhp6Bp; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6A has a paralog_ NHP6B_ that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"""
OG0000031	QNG17166.1 uncharacterized protein GWK60_M10461 [Nakaseomyces glabratus]	"YDL002C NHP10 SGDID_S000002160_ Chr IV from 447578-446967_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Non-essential INO80 chromatin remodeling complex subunit; preferentially binds DNA ends_ protecting them from exonucleatic cleavage; deletion affects telomere maintenance via recombination; related to mammalian high mobility group proteins"""
OG0000032	QNG17281.1 CSE4 [Nakaseomyces glabratus]	"YKL049C CSE4 SGDID_S000001532_ Chr XI from 346764-346075_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Centromeric histone H3-like protein; associates with promoters_ accessible chromatin_ and RNAPII-bound regions; Cse4p associates with centromeres_ promoting kinetochore assembly and Sgo1p association with centromeric chromatin; Ipl1p-dependent phosphorylation destabilizes defective kinetochores promoting bi-orientation; phosphorylation by Cdc7p maintains Cse4p at kinetochores and promotes faithful chromosome segregation; regulated by multiple E3 ligases; complements human homolog CENPA mutations"""
OG0000032	QNG12687.1 HHT2 [Nakaseomyces glabratus]	"YBR010W HHT1 SGDID_S000000214_ Chr II from 256331-256741_ Genome Release 64-5-1_ Verified ORF_ ""Histone H3; core histone protein required for chromatin assembly_ part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins _see HHT2_; regulated by acetylation_ methylation_ and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage"""
OG0000032	QNG12687.1 HHT2 [Nakaseomyces glabratus]	"YNL031C HHT2 SGDID_S000004976_ Chr XIV from 576050-575640_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Histone H3; core histone protein required for chromatin assembly_ part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins _see HHT1_; regulated by acetylation_ methylation_ and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage"""
OG0000032	QNG14571.1 uncharacterized protein GWK60_H09801 [Nakaseomyces glabratus]	"YBR010W HHT1 SGDID_S000000214_ Chr II from 256331-256741_ Genome Release 64-5-1_ Verified ORF_ ""Histone H3; core histone protein required for chromatin assembly_ part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins _see HHT2_; regulated by acetylation_ methylation_ and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage"""
OG0000032	QNG14571.1 uncharacterized protein GWK60_H09801 [Nakaseomyces glabratus]	"YNL031C HHT2 SGDID_S000004976_ Chr XIV from 576050-575640_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Histone H3; core histone protein required for chromatin assembly_ part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins _see HHT1_; regulated by acetylation_ methylation_ and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage"""
OG0000032	QNG16999.1 uncharacterized protein GWK60_M06611 [Nakaseomyces glabratus]	"YBR010W HHT1 SGDID_S000000214_ Chr II from 256331-256741_ Genome Release 64-5-1_ Verified ORF_ ""Histone H3; core histone protein required for chromatin assembly_ part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins _see HHT2_; regulated by acetylation_ methylation_ and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage"""
