TXNAME	GENEID
rna-NM_001348847.1	YJL007C
rna-NM_001181440.1	CTK2
rna-NM_001181438.1	SYS1
rna-NM_001181436.3	OST1
rna-NM_001181660.1	MRX12
rna-NM_001181661.1	SAG1
rna-NM_001184533.1	LSO1
rna-NM_001181666.1	TDH2
rna-NM_001181667.1	SPC1
rna-NM_001181669.1	CAL4
rna-NM_001181670.4	YJR012C
rna-NM_001181674.1	ILV3
rna-NM_001181675.1	ESS1
rna-NM_001181677.3	TES1
rna-NM_001181679.1	REC107
rna-NM_001181682.3	MDE1
rna-NM_001181683.1	BNA1
rna-NM_001181688.3	RBH2
rna-NM_001181689.1	GEA1
rna-NM_001181691.3	RAV1
rna-NM_001181694.3	HUL4
rna-NM_001181699.3	URB2
rna-NM_001181701.1	POL32
rna-NM_001181702.3	VPS55
rna-NM_001181703.1	SSC1
rna-NM_001181705.3	ANB1
rna-NM_001181707.1	UTR1
rna-NM_001181714.3	YJR056C
rna-NM_001181716.1	APS2
rna-NM_001181720.3	NTA1
rna-NM_001181723.3	ARP3
rna-NM_001181725.1	YAE1
rna-NM_001181727.1	HAM1
rna-NM_001181728.1	LIA1
rna-NM_001181730.3	NPA3
rna-NM_001181731.1	OPI3
rna-NM_001181734.1	CDC11
rna-NM_001181735.1	MIR1
rna-NM_001181738.1	AIM24
rna-NM_001181739.3	EAF6
rna-NM_001181740.1	ACF4
rna-NM_001181742.3	TMH11
rna-NM_001181745.1	EMC2
rna-NM_001181747.1	GRR1
rna-NM_001181748.1	JSN1
rna-NM_001181750.1	FIP1
rna-NM_001181751.1	IME1
rna-NR_132197.1	IRT1
rna-NM_001181756.2	YJR098C
rna-NM_001181758.3	AIM25
rna-NM_001181760.1	VPS25
rna-NM_001181762.1	SOD1
rna-NM_001395036.1	YJR107C-A
rna-NM_001181767.3	CPA2
rna-NM_001181769.1	PXP2
rna-NM_001181771.1	RSM7
rna-NM_001181776.3	ILM1
rna-NM_001181777.1	JHD2
rna-NM_001181782.3	YJR124C
rna-NM_001181783.1	ENT3
rna-NM_001181784.1	VPS70
rna-NM_001181785.3	RSF2
rna-NM_001181787.2	EFM3
rna-NM_001181788.1	STR2
rna-NM_001181792.3	SGM1
rna-NM_001181793.1	MCM22
rna-NM_001181794.3	TTI2
rna-NM_001181795.1	MET5
rna-NM_001181797.3	HOM6
rna-NM_001181798.1	HIR3
rna-NM_001181801.1	PMT4
rna-NM_001181803.3	RPS4A
rna-NM_001181808.4	DAN1
rna-NM_001181809.2	DAN4
rna-NM_001181814.3	THI11
rna-NM_001181818.1	MPH3
rna-NM_001181819.3	COS5
rna-NM_001179786.2	MCH2
rna-NM_001179784.1	COS9
rna-NM_001179782.1	JEN1
rna-NM_001179781.1	URA1
rna-NM_001179777.1	SAC1
rna-NR_132199.1	SNR64
rna-NM_001179775.1	UBA1
rna-NM_001179773.1	CBT1
rna-NM_001179772.1	EMC3
rna-NM_001179770.1	LOS1
rna-NM_001179769.1	EAP1
rna-NM_001179761.1	MIA40
rna-NM_001179757.1	DPH2
rna-NM_001179756.1	CNB1
rna-NM_001179755.1	HYM1
rna-NM_001179751.1	ASH1
rna-NM_001179750.1	SPE1
rna-NM_001179749.1	LOT5
rna-NM_001179748.1	FAS1
rna-NM_001179747.1	PRS1
rna-NM_001179746.1	RPL17A
rna-NM_001179741.1	ZRT3
rna-NM_001179739.1	SNU114
rna-NM_001179738.1	EBP2
rna-NM_001179737.1	NNK1
rna-NM_001179736.1	MRPL38
rna-NM_001179729.1	PIR3
rna-NM_001179726.1	ELF1
rna-NM_001179723.2	APE2
rna-NM_001179722.1	RPS27A
rna-NM_001179720.1	SRP102
rna-NM_001179716.1	MCR1
rna-NM_001179712.1	AVT3
rna-NM_001179711.1	RPT1
rna-NM_001179709.1	LTV1
rna-NM_001179708.1	MRP8
rna-NM_001179707.1	SDH3
rna-NM_001179706.1	TGL1
rna-NM_001179705.1	CTK1
rna-NM_001179703.1	CMC1
rna-NM_001179693.1	PGM1
rna-NM_001179692.1	YPK1
rna-NM_001179691.1	RRN3
rna-NM_001179690.1	SSH4
rna-NM_001179687.1	DGR2
rna-NM_001179686.1	OAC1
rna-NM_001179683.1	SBA1
rna-NM_001179678.1	ABF1
rna-NM_001179675.1	HAP4
rna-NM_001179674.1	SLD2
rna-NM_001179673.1	YKL107W
rna-NM_001179672.1	AAT1
rna-NM_001395037.1	YKL104W-A
rna-NM_001179667.2	HSL1
rna-NM_001179664.1	MTC2
rna-NM_001180025.1	CWP2
rna-NM_001179662.1	CWP1
rna-NM_001179661.1	YJU2
rna-NM_001179660.1	YJU3
rna-NM_001179659.1	MBR1
rna-NM_001179656.1	CUE2
rna-NM_001179655.1	MIF2
rna-NM_001179654.1	CAB3
rna-NM_001179652.1	SRX1
rna-NM_001179651.1	MDH1
rna-NM_001179650.1	HOT13
rna-NM_001179647.1	TEF4
rna-NR_132200.1	SNR38
rna-NM_001179646.1	VMA5
rna-NM_001179645.1	SMY1
rna-NM_001179644.1	DHR2
rna-NM_001179643.1	PSG1
rna-NM_001179639.1	LHS1
rna-NM_001179638.1	STB6
rna-NM_001179637.1	OSI1
rna-NM_001179636.1	YKL070W
rna-NM_001179635.1	YKL069W
rna-NM_001184534.1	YKL068W-A
rna-NM_001179634.1	NUP100
rna-NM_001179633.1	YNK1
rna-NM_001184684.1	DPC7
rna-NM_001179630.1	MNR2
rna-NM_001179628.1	MSN4
rna-NM_001179627.1	BLI1
rna-NM_001179624.1	TOA2
rna-NM_001179617.1	SFK1
rna-NM_001179613.1	ANR2
rna-NM_001179611.1	PRI2
rna-NM_001270755.1	MMO1
rna-NM_001179609.1	PHD1
rna-NM_001179608.3	SPC42
rna-NM_001179607.1	VPS24
rna-NM_001179605.1	PTM1
rna-NR_132201.1	SNR69
rna-NM_001179604.3	RGT1
rna-NM_001179603.1	AIM26
rna-NM_001179601.3	UGP1
rna-NM_001179600.1	TUL1
rna-NM_001184335.3	YKL033W-A
rna-NM_001179599.1	TTI1
rna-NM_001179594.3	TFA1
rna-NM_001179593.1	TCD2
rna-NM_001179589.4	SKA1
rna-NM_001179585.3	RAM2
rna-NM_001179584.3	SWD2
rna-NM_001179581.1	PUT3
rna-NM_001179578.3	PRP40
rna-NM_001179575.1	MRT4
rna-NM_001179573.1	CAP1
rna-NM_001179572.1	RPL14A
rna-NM_001179570.1	AUR1
rna-NM_001179568.1	DID4
rna-NM_001179792.3	PAP1
rna-NM_001179793.1	OSH6
rna-NM_001179797.1	MEH1
rna-NM_001179798.4	RSC4
rna-NM_001179803.3	PRY2
rna-NM_001179806.1	MIC60
rna-NM_001179810.1	VPS51
rna-NM_001179811.4	ALY1
rna-NM_001179813.3	RQT4
rna-NM_001179815.3	RPC37
rna-NM_001179817.3	BCH2
rna-NM_001179818.2	SAP190
rna-NM_001179820.1	GMH1
rna-NM_001348851.1	YKR032W
rna-NM_001179824.1	DAL80
rna-NM_001184309.3	DID2
rna-NM_001179829.3	GAP1
rna-NM_001179831.1	YKR041W
rna-NM_001179832.3	UTH1
rna-NM_001179834.3	UIP5
rna-NM_001179840.1	TRK2
rna-NM_001179841.3	HFL1
rna-NM_001179845.3	RHO4
rna-NM_001179846.1	TRM2
rna-NM_001179847.3	RPS21A
rna-NM_001179848.1	GLG1
rna-NM_001179849.3	TIF1
rna-NM_001179850.1	UTP30
rna-NM_001179851.3	KTR2
rna-NM_001179852.1	TFA2
rna-NM_001179854.1	OAF3
rna-NM_001179857.3	GPT2
rna-NM_001179859.3	MET1
rna-NM_001179860.1	YKR070W
rna-NM_001179864.3	AIM29
rna-NM_001179866.3	ECM4
rna-NM_001179867.1	MSA2
rna-NM_001179868.3	VPS501
rna-NM_001179870.3	MTD1
rna-NM_001179872.3	NUP133
rna-NM_001179876.3	PRP16
rna-NM_001179880.4	PXL1
rna-NM_001179881.1	SRL3
rna-NM_001179883.1	PTR2
rna-NM_001179885.1	MLP1
rna-NM_001184522.3	PCC1
rna-NM_001179886.1	ESL2
rna-NM_001179887.3	PCK1
rna-NM_001179889.3	BAS1
rna-NM_001179891.3	SIR1
rna-NM_001179892.1	FLO10
rna-NM_001179893.3	NFT1
rna-NM_001179894.1	YKR104W
rna-NM_001179896.1	GEX2
rna-NM_001179789.1	PAU16
rna-NM_001179787.1	YKL222C
rna-NM_001179785.1	FRE2
rna-NM_001179783.1	SRY1
rna-NM_001179780.1	OXP1
rna-NM_001179779.1	YRA2
rna-NM_001179778.1	DOA1
rna-NM_001179776.1	TRP3
rna-NM_001179774.1	STE6
rna-NM_001179771.1	ADD66
rna-NM_001179768.1	TOR2
rna-NM_001179766.1	MNN4
rna-NM_001179764.2	PTK1
rna-NM_001179763.1	PEX1
rna-NM_001179762.1	YKT6
rna-NM_001179760.1	MST1
rna-NM_001179759.1	SDS22
rna-NM_001179758.1	ACP1
rna-NM_001179754.1	PXA2
rna-NM_001179753.1	FAT3
rna-NM_001179752.1	MTR2
rna-NM_001184557.1	YKL183C-A
rna-NM_001179745.1	COY1
rna-NM_001179744.1	STE3
rna-NM_001179742.1	LST4
rna-NM_001179740.1	TPO5
rna-NM_001179734.1	KKQ8
rna-NM_001179733.1	MRP49
rna-NM_001179732.1	TPK3
rna-NM_001179731.1	MCD4
rna-NM_001179730.1	PIR1
rna-NM_001179728.1	YKL162C
rna-NM_001179727.1	KDX1
rna-NM_001179725.1	RCN1
rna-NM_001179721.1	RSM22
rna-NM_001179718.1	GPM1
rna-NM_001179717.1	NNR2
rna-NM_001179715.1	DBR1
rna-NM_001179714.1	SDH1
rna-NM_001179710.1	RPC25
rna-NM_001184513.1	HSK3
rna-NM_001179704.1	MRPL31
rna-NM_001179701.1	APL2
rna-NM_001179700.2	OCT1
rna-NM_001179699.2	RCI50
rna-NM_001179698.1	RMA1
rna-NM_001179696.1	SHE2
rna-NM_001179695.2	MYO3
rna-NM_001179694.1	PMU1
rna-NM_001179688.1	SRP21
rna-NM_001179685.1	VPH2
rna-NM_001179682.1	PRR1
rna-NM_001179680.1	APN1
rna-NM_001179679.1	RAD27
rna-NM_001179676.1	KTI12
rna-NM_001184482.1	YKL106C-A
rna-NM_001179671.1	SEG2
rna-NM_001179670.1	GFA1
rna-NM_001179669.1	APE1
rna-NM_001348849.1	YKL102C
rna-NM_001179666.1	YPF1
rna-NM_001179665.1	UTP11
rna-NM_001348850.1	YKL097C
rna-NM_001184604.1	YKL096C-B
rna-NM_001179658.1	BUD2
rna-NM_001179657.1	YKL091C
rna-NM_001179653.1	CYT2
rna-NM_001179648.1	RRP14
rna-NM_001179641.1	AAN1
rna-NM_001179640.1	MUD2
rna-NM_001179631.2	YET1
rna-NM_001179629.1	YKL063C
rna-NM_001179626.1	FBA1
rna-NM_001179625.1	MPE1
rna-NM_001179623.1	NUP120
rna-NM_001179622.1	TMA19
rna-NM_001179621.2	OAR1
rna-NM_001179620.1	DEF1
rna-NM_001184336.1	MDM35
rna-NM_001179618.1	ASK1
rna-NM_001179616.1	LPX2
rna-NM_001179615.1	CSE4
rna-NM_001179614.1	ELM1
rna-NM_001179612.1	DCW1
rna-NM_001179606.3	NFU1
rna-NM_001179598.3	IXR1
rna-NM_001179595.1	MAE1
rna-NM_001179592.3	GPX1
rna-NM_001179591.1	PAN3
rna-NM_001179590.3	URA6
rna-NM_001184683.1	MIN9
rna-NM_001179588.1	CDC16
rna-NM_001179587.3	MAK11
rna-NM_001179586.1	SPT23
rna-NM_001184481.1	MCO12
rna-NM_001179583.1	HCS1
rna-NM_001179582.3	ATP7
rna-NM_001179580.3	URB1
rna-NM_001179579.1	ARC19
rna-NM_001179577.1	CCE1
rna-NM_001179576.3	UFD4
rna-NM_001179574.3	LAC1
rna-NM_001180028.3	SFT1
rna-NR_132202.1	SNR87
rna-NM_001179571.3	BYE1
rna-NM_001179569.3	MRP17
rna-NM_001179567.3	MET14
rna-NM_001179791.1	VPS1
rna-NM_001179794.3	ECM9
rna-NM_001179795.1	YKR005C
rna-NM_001179796.3	MRPL13
rna-NM_001179799.1	FOX2
rna-NM_001179800.3	TOF2
rna-NM_001179801.1	FPT1
rna-NM_001179804.1	YPT52
rna-NM_001179805.3	YKR015C
rna-NM_001179807.3	HEL1
rna-NM_001179808.1	YKR018C
rna-NM_001179809.3	IRS4
rna-NM_001179812.1	NTR2
rna-NM_001179814.1	DBP7
rna-NM_001179816.1	GCN3
rna-NM_001179819.3	SET3
rna-NM_001179821.3	SPO14
rna-NM_001179826.2	CAF4
rna-NM_001179827.3	SPC34
rna-NM_001179828.1	KAE1
rna-NM_001179833.1	SHB17
rna-NM_001179835.1	YKR045C
rna-NM_001179836.3	PLN1
rna-NM_001179838.1	NAP1
rna-NM_001179839.3	FMP46
rna-NM_001179842.1	MRS4
rna-NM_001179843.3	YSR3
rna-NM_001179844.1	DYN1
rna-NR_132203.1	SNR42
rna-NM_001179853.3	LAS1
rna-NM_001179855.3	PAM17
rna-NM_001179856.1	CCP1
rna-NM_001179858.1	BET3
rna-NM_001179861.3	DRE2
rna-NM_001179862.1	SIS2
rna-NM_001348852.1	YKR073C
rna-NM_001179865.1	YKR075C
rna-NM_001179869.1	TRZ1
rna-NM_001179871.1	RPF2
rna-NM_001179873.1	DAD2
rna-NM_001179874.3	HBS1
rna-NM_001179875.1	MRPL20
rna-NM_001179877.1	OMA1
rna-NM_001179878.3	TVP38
rna-NM_001179879.1	TGL4
rna-NM_001179882.3	SRP40
rna-NM_001179884.3	RPL40B
rna-NM_001179888.1	UBP11
rna-NM_001179890.1	SKG1
rna-NM_001179895.3	VBA5
rna-NM_001184605.1	YLL066W-B
rna-NM_001181881.1	MMP1
rna-NM_001181878.1	HSU1
rna-NM_001181875.1	YCT1
rna-NM_001181869.1	LDB18
rna-NM_001181863.1	FPS1
rna-NM_001181855.1	GRC3
rna-NM_001181853.1	IRC19
rna-NM_001181849.1	FRA1
rna-NM_001181848.1	TPO1
rna-NM_001181847.1	ISA1
rna-NM_001181846.1	HSP104
rna-NM_001181845.1	PAU17
rna-NM_001181841.1	SPA2
rna-NM_001181835.1	BPT1
rna-NM_001181834.1	EMC6
rna-NM_001181832.1	YEH1
rna-NM_001181831.1	SOF1
rna-NM_001181828.1	DRS1
rna-NM_001184559.1	YLL006W-A
rna-NM_001181826.1	MMM1
rna-NM_001181824.1	ORC3
rna-NM_001181823.1	SFI1
rna-NM_001181822.1	RTT109
rna-NM_001181821.1	DNM1
rna-NM_001181892.1	SSL1
rna-NM_001181894.1	NSE1
rna-NM_001181896.1	RLP24
rna-NM_001181898.1	LOT6
rna-NM_001181900.1	GAT3
rna-NM_001181902.1	BRE2
rna-NM_001181904.1	MEU1
rna-NM_001181906.1	PSR2
rna-NM_001181908.1	IRC25
rna-NM_001181912.1	SNF7
rna-NR_132204.1	SNR30
rna-NM_001181917.1	YLR030W
rna-NM_001181918.1	YLR031W
rna-NM_001181919.1	RAD5
rna-NM_001181920.1	RSC58
rna-NM_001181935.1	RPS0B
rna-NM_001181939.1	IES3
rna-NM_001181943.1	ERG3
rna-NM_001181944.1	MNL2
rna-NM_001181947.1	FRS1
rna-NM_001181948.1	RPL22A
rna-NM_001181950.1	BMT6
rna-NM_001181951.1	PER33
rna-NM_001181953.1	SPC3
rna-NM_001181955.1	FYV7
rna-NM_001181959.1	LAM6
rna-NM_001181962.1	RPL10
rna-NM_001181964.1	FMP25
rna-NM_001181966.1	SIC1
rna-NM_001181967.1	EMP46
rna-NM_001181968.1	GAL2
rna-NM_001181973.1	SMC4
rna-NM_001181975.1	GAA1
rna-NM_001181977.1	XDJ1
rna-NM_001181978.1	GEP5
rna-NM_001181979.1	SUL2
rna-NM_001181983.1	KIN2
rna-NM_001184484.1	MIM2
rna-NM_001181987.1	ERG27
rna-NM_001181991.1	LCL2
rna-NM_001181994.1	REX3
rna-NR_132206.1	SNR6
rna-NM_001181996.1	AHP1
rna-NM_001348854.1	YLR111W
rna-NM_001348855.1	YLR112W
rna-NM_001182000.1	HOG1
rna-NM_001182002.1	CFT2
rna-NM_001182003.1	MSL5
rna-NM_001182006.1	SRN2
rna-NM_001182012.1	YLR125W
rna-NM_001182015.1	DCN1
rna-NM_001182016.1	DIP2
rna-NM_001182020.1	CKI1
rna-NM_001182021.1	PDC5
rna-NM_001182022.1	SLX4
rna-NM_001182024.1	RKM5
rna-NM_001182025.1	NHA1
rna-NM_001182028.1	RRN5
rna-NM_001182029.1	PUT1
rna-NM_001182030.1	DPH6
rna-NM_001182032.1	RMP1
rna-NM_001184685.1	YLR146W-A
rna-NM_001182035.1	PEP3
rna-NM_001182037.1	STM1
rna-NM_001184514.1	TAR1
rna-NR_132215.1	RDN5-1
rna-NR_132224.1	RDN5-2
rna-NM_001182043.1	YLR156W
rna-NR_132225.1	RDN5-3
rna-NM_001184608.1	YLR157W-D
rna-NM_001184609.1	YLR157W-E
rna-NR_132226.1	RDN5-4
rna-NM_001182046.1	YLR159W
rna-NR_132227.1	RDN5-5
rna-NM_001182048.1	YLR161W
rna-NR_132228.1	RDN5-6
rna-NM_001182049.1	YLR162W
rna-NM_001184566.1	RRT15
rna-NM_001182051.1	SHH4
rna-NM_001182054.1	RPS31
rna-NM_001182060.1	TAG1
rna-NM_001182061.1	IDP2
rna-NM_001182062.1	CBF5
rna-NM_001182064.1	YLR177W
rna-NM_001182067.1	SAM1
rna-NM_001182069.1	SWI6
rna-NM_001182072.1	RPL37A
rna-NM_001182073.1	EMG1
rna-NM_001182074.1	SKG3
rna-NM_001182075.1	MDL1
rna-NM_001182077.1	MMR1
rna-NM_001182078.1	PEX13
rna-NM_001182083.1	PWP1
rna-NM_001182084.1	NOP56
rna-NM_001182087.1	YKE2
rna-NM_001182091.1	QRI5
rna-NM_001182093.1	ENT2
rna-NM_001182094.1	HRD3
rna-NM_001182095.1	SEC13
rna-NM_001182097.1	CLB4
rna-NM_001182101.1	FRE1
rna-NM_001182106.1	MSC3
rna-NM_001182107.1	CCC1
rna-NM_001182111.1	UCC1
rna-NM_001182113.1	BUR2
rna-NM_001184407.1	YLR227W-A
rna-NM_001184408.2	YLR227W-B
rna-NM_001182121.1	TOP3
rna-NM_001182124.1	THI7
rna-NM_001182125.1	FAR10
rna-NM_001182127.1	VPS34
rna-NM_001182128.1	CSC1
rna-NM_001182130.1	GPN3
rna-NM_001182133.1	ERF2
rna-NM_001182135.1	RCK2
rna-NM_001182136.1	YEF3
rna-NM_001182137.1	SSP120
rna-NM_001182138.1	SYM1
rna-NM_001182140.1	CQD2
rna-NM_001182143.1	HAP1
rna-NM_001184409.1	YLR256W-A
rna-NM_001182144.1	YLR257W
rna-NM_001182145.1	GSY2
rna-NM_001182147.1	LCB5
rna-NM_001182150.1	RED1
rna-NM_001182151.1	RPS28B
rna-NM_001182154.1	BOP2
rna-NM_001182155.1	SEC22
rna-NM_001182157.1	DCS1
rna-NM_001182158.1	CMG1
rna-NM_001182161.1	MCM5
rna-NM_001182162.1	SMD2
rna-NM_001182170.1	PUT7
rna-NM_001182172.1	NNT1
rna-NM_001182177.1	GUF1
rna-NM_001348859.1	YLR296W
rna-NM_001182185.1	YLR297W
rna-NM_001182187.1	ECM38
rna-NM_001182188.1	EXG1
rna-NM_001182189.1	HRI1
rna-NM_001182191.1	MET17
rna-NM_001182194.1	UBC12
rna-NM_001182195.1	CDA1
rna-NM_001182196.1	CDA2
rna-NM_001182201.1	MRPL15
rna-NM_001182204.1	NKP2
rna-NM_001182207.2	EST2
rna-NM_001182209.1	MMS22
rna-NM_001182213.1	PEX30
rna-NM_001182215.1	YLR326W
rna-NM_001182217.1	NMA1
rna-NM_001182218.1	REC102
rna-NM_001182219.1	CHS5
rna-NM_001182221.1	MID2
rna-NM_001182224.1	NUP2
rna-NM_001182229.1	RPP0
rna-NM_001182230.1	SPO77
rna-NM_001182231.1	FKS1
rna-NM_001184569.1	YLR342W-A
rna-NM_001182232.1	GAS2
rna-NM_001182233.1	RPL26A
rna-NM_001182234.1	YLR345W
rna-NM_001182239.1	ORM2
rna-NM_001182241.1	LUG1
rna-NM_001182242.1	BUD8
rna-NM_001182245.1	ATG33
rna-NM_001182246.1	RSC2
rna-NM_001182248.1	ADE13
rna-NM_001182249.3	VPS38
rna-NM_001182251.1	STE11
rna-NM_001184486.1	YLR363W-A
rna-NM_001182253.3	GRX8
rna-NM_001348862.1	YLR365W
rna-NM_001182256.1	RPS22B
rna-NR_132232.1	SNR44
rna-NM_001182257.3	MDM30
rna-NM_001182258.1	SSQ1
rna-NM_001182260.1	ROM2
rna-NM_001182261.3	ELO3
rna-NM_001182264.3	STP3
rna-NM_001395038.1	YLR379W-A
rna-NM_001182269.3	CSR1
rna-NM_001182270.1	CTF3
rna-NM_001182272.1	SMC6
rna-NM_001182275.3	VAC14
rna-NM_001182277.3	RPS29A
rna-NR_132233.1	SNR34
rna-NM_001182279.3	ECM19
rna-NM_001184303.1	CCW14
rna-NM_001182281.1	ATP10
rna-NM_001182282.3	CST9
rna-NM_001182291.1	SFP1
rna-NM_001182292.3	SEI1
rna-NM_001182293.1	DUS4
rna-NM_001182295.4	GAG1
rna-NM_001182298.1	VIP1
rna-NM_001184410.1	YLR410W-A
rna-NM_001184411.4	YLR410W-B
rna-NM_001182299.3	CTR3
rna-NM_001182300.1	BER1
rna-NM_001182301.1	INA1
rna-NM_001182305.3	VPS36
rna-NM_001182307.3	YLR419W
rna-NM_001182308.1	URA4
rna-NM_001182310.1	DCK1
rna-NM_001182312.1	SPP382
rna-NM_001182313.3	TUS1
rna-NM_001182314.1	TDA5
rna-NM_001182315.3	MAG2
rna-NM_001182317.1	CRN1
rna-NM_001182318.3	SEN1
rna-NM_001182320.3	IMD3
rna-NM_001182323.3	TSR2
rna-NM_001182326.1	CAR2
rna-NM_001182327.1	MRPL4
rna-NM_001182331.1	ECM7
rna-NM_001182333.3	GMC2
rna-NM_001182334.1	NGK1
rna-NM_001182336.1	RPL6B
rna-NM_001182337.3	FPR4
rna-NM_001182338.1	HMG2
rna-NM_001182339.3	LEU3
rna-NM_001182342.1	FMP27
rna-NM_001182343.3	PDP3
rna-NM_001182344.1	YLR456W
rna-NM_001182347.1	GAB1
rna-NM_001182349.1	PAU4
rna-NM_001182350.3	YLR462W
rna-NM_001182352.1	YLR464W
rna-NM_001182354.3	YRF1-4
rna-NM_001182355.3	YRF1-5
rna-NM_001181887.1	YLL067C
rna-NM_001181886.1	YLL066C
rna-NM_001181884.1	PAU18
rna-NM_001181883.1	AYT1
rna-NM_001181882.1	MHT1
rna-NM_001181880.1	GTT2
rna-NM_001181877.1	JLP1
rna-NM_001181876.1	YLL056C
rna-NM_001181874.2	YLL054C
rna-NM_001181873.1	YLL053C
rna-NM_001181872.1	AQY2
rna-NM_001181871.1	FRE6
rna-NM_001181870.1	COF1
rna-NM_001181868.1	YBT1
rna-NM_001181866.1	RNP1
rna-NM_001181865.1	RPL8B
rna-NM_001181862.1	ATG10
rna-NM_001181861.1	SDH2
rna-NM_001181860.1	VPS13
rna-NM_001181859.1	UBI4
rna-NM_001181858.1	ENT4
rna-NM_001181856.1	PRP19
rna-NM_001181854.1	RIX7
rna-NM_001181852.1	YLL032C
rna-NM_001181851.1	GPI13
rna-NM_001348853.1	RRT7
rna-NM_001181844.1	SSA2
rna-NM_001181843.1	POM33
rna-NM_001181842.1	HIF1
rna-NM_001181839.1	KNS1
rna-NM_001184338.1	COX19
rna-NM_001181838.1	DPS1
rna-NM_001181833.1	PUF3
rna-NM_001181830.1	PSR1
rna-NM_001181829.1	COX17
rna-NM_001181827.1	LMO1
rna-NM_001181825.1	SPO75
rna-NM_001181888.1	YLR001C
rna-NM_001181889.1	NOC3
rna-NM_001181890.1	CMS1
rna-NM_001181891.1	THI73
rna-NM_001181893.1	SSK1
rna-NM_001181895.1	PAM18
rna-NM_001181897.1	TEN1
rna-NM_001181899.1	YLR012C
rna-NM_001181901.1	PPR1
rna-NM_001181903.1	PML1
rna-NM_001181905.1	POM34
rna-NM_001181907.1	YEH2
rna-NM_001181909.1	SDO1
rna-NM_001181910.1	IZH3
rna-NM_001181911.2	UBR2
rna-NM_001181913.1	SED5
rna-NM_001181914.1	AAT2
rna-NM_001181915.1	ADE16
rna-NM_001181916.1	RPL15A
rna-NM_001181921.2	SMF3
rna-NM_001181922.1	MLH2
rna-NM_001184318.1	YLR035C-A
rna-NM_001181923.1	YLR036C
rna-NM_001181924.1	PAU23
rna-NM_001181925.1	COX12
rna-NM_001181926.1	RIC1
rna-NM_001181927.1	AFB1
rna-NM_001181929.1	NFG1
rna-NM_001181930.1	TRX1
rna-NM_001181931.1	PDC1
rna-NM_001181932.1	STU2
rna-NM_001181933.1	YLR046C
rna-NM_001181934.1	FRE8
rna-NM_001181936.1	MLO50
rna-NM_001181937.1	EMA19
rna-NM_001181938.1	FCF2
rna-NM_001181940.1	NRS1
rna-NM_001181941.1	OSW2
rna-NM_001181942.1	SPT8
rna-NM_001181945.1	SHM2
rna-NM_001181946.1	REX2
rna-NM_001181952.1	SND2
rna-NM_001181954.1	PET309
rna-NM_001181956.1	MEF1
rna-NM_001181957.1	XYL2
rna-NM_001181958.1	RGR1
rna-NM_001181960.1	RFU1
rna-NM_001181961.1	BUD20
rna-NM_001181965.1	BOS1
rna-NM_001181969.1	SRL2
rna-NM_001181970.1	EMP70
rna-NM_001181971.1	RAX2
rna-NM_001181972.1	ARP6
rna-NM_001181974.1	CSF1
rna-NM_001181976.1	ALT1
rna-NM_001181980.1	NYV1
rna-NM_001181981.1	GIS3
rna-NM_001181982.1	IOC2
rna-NM_001181984.1	HRT3
rna-NM_001181985.1	CHA4
rna-NM_001181986.1	ICT1
rna-NM_001181989.1	APC9
rna-NM_001181990.1	CDC45
rna-NM_001181992.1	SEN2
rna-NR_132205.1	SNR79
rna-NM_001181993.1	REA1
rna-NM_001181995.1	YLR108C
rna-NM_001181997.1	CCW12
rna-NM_001182001.1	AVL9
rna-NM_001182004.1	CLF1
rna-NM_001182005.1	TML25
rna-NM_001182007.1	YPS1
rna-NM_001182008.1	YPS3
rna-NM_001348856.1	YLR122C
rna-NM_001182013.1	YLR126C
rna-NM_001182014.1	APC2
rna-NM_001182017.1	ZRT2
rna-NM_001182018.1	ACE2
rna-NM_001182019.1	USB1
rna-NM_001182023.1	TIS11
rna-NM_001182026.1	SLS1
rna-NM_001182031.1	ACF2
rna-NM_001182033.1	SPE4
rna-NM_001182034.1	SMD3
rna-NM_001182036.1	GID11
rna-NM_001182038.1	PCD1
rna-NM_001182039.1	YLR152C
rna-NM_001182040.1	ACS2
rna-NM_001182041.1	RNH203
rna-NR_132208.1	ETS2-1
rna-NR_132207.1	RDN37-1
rna-NR_132209.1	RDN25-1
rna-NR_132210.1	ITS2-1
rna-NR_132211.1	RDN58-1
rna-NR_132212.1	ITS1-1
rna-NR_132213.1	RDN18-1
rna-NR_132214.1	ETS1-1
rna-NR_132217.1	ETS2-2
rna-NR_132216.1	RDN37-2
rna-NR_132218.1	RDN25-2
rna-NM_001184560.1	YLR154C-G
rna-NR_132219.1	ITS2-2
rna-NR_132220.1	RDN58-2
rna-NR_132221.1	ITS1-2
rna-NR_132222.1	RDN18-2
rna-NR_132223.1	ETS1-2
rna-NM_001184564.1	YLR154C-H
rna-NM_001182042.1	ASP3-1
rna-NM_001184563.1	YLR156C-A
rna-NM_001182044.1	ASP3-2
rna-NM_001184406.2	YLR157C-B
rna-NM_001184405.1	YLR157C-A
rna-NM_001184561.1	YLR157C-C
rna-NM_001182045.1	ASP3-3
rna-NM_001184565.1	YLR159C-A
rna-NM_001182047.1	ASP3-4
rna-NM_001182050.1	MAS1
rna-NM_001182052.1	PUS5
rna-NM_001182053.1	SEC10
rna-NM_001182055.1	UPS2
rna-NM_001182057.1	APS1
rna-NM_001182059.1	DPH5
